transit_id,pl_period,pl_transit_duration,pl_transit_depth,pl_radius,pl_eq_temp,pl_insolation_flux,st_eff_temp,st_radius,st_logg
1771.01,3.2122302,2.653,14429.0,13.0356,1183.0,325.569,5357.7,1.04,4.37
1774.01,16.7100422,5.4004652,615.2873631,2.7396616,747.4400609,73.7609475,5853.7,1.09271,4.38636
1782.01,4.9877056,2.2769107,1192.3398198,2.4703077,697.8376698,56.0452278,4336.0,0.668693,4.62012
1782.02,1.8290294,1.6679098,704.8493933,2.1268375,974.9472494,213.5233995,4336.0,0.668693,4.62012
1782.03,18.7559765,2.5550705,1506.818331,2.9737536,448.7537809,9.5841474,4336.0,0.668693,4.62012
1836.02,1.7727505,1.519,243.0,2.73549,2058.0,2981.98,6351.0,1.62,4.12
1839.01,1.4238067,1.5009585,721.0458571,2.6855348,1405.3497526,921.846663,5382.69,0.848099,4.55152
1847.01,35.4557945,3.867,9890.0,8.9807,485.0,9.24196,5076.0,0.83,4.53
1847.02,12.7645811,2.132,3000.0,4.21676,550.0,15.1947,5076.0,0.83,4.53
1800.01,4.1244833,3.567,9590.0,12.4249,1289.0,459.542,5634.0,1.26,4.24009
1807.01,0.54937,0.883,370.0,1.53904,1706.0,1407.22,4612.99,0.74,4.56172
1819.01,3.09374,2.451,150.0,1.72207,1541.0,936.396,6610.0,1.47,4.24
1836.01,20.3807824,6.6590149,2371.5221505,8.2227994,897.7592727,153.5184581,6351.0,1.61988,4.12
2402.01,5.5094951,2.892,7700.0,8.55825,999.0,165.972,5519.0,0.97,4.45
2403.01,1.8098811,3.7636624,13033.5612701,21.9555549,2159.4341567,5139.026625,6278.2,1.89121,3.97
2404.01,20.362741,4.5890238,1126.8782473,4.2523478,751.630191,75.428916,6142.0,1.18003,4.35874
2404.02,74.6068965,4.8874071,2304.7237253,9.1295659,487.5546513,13.3540875,6142.0,1.18003,4.35874
2404.03,74.6065192,3.6758167,2377.6887561,9.5163991,487.555473,13.3541775,6142.0,1.18003,4.35874
1957.01,14.5187891,2.897,429.0,3.60283,714.0,43.2598,5844.8,1.79,4.13
196.01,1.1630372,1.4568603,409.6006588,8.4237328,3797.3512801,49141.0122425,6495.0,4.0595698,3.32048
1960.01,5.3418199,4.99,330.0,5.7387,1724.0,1467.54,6466.2,3.28,3.7
1962.01,1.76447,2.749,2640.0,27.921,3207.0,17578.1,8049.0,5.08,3.3
1969.01,2.6855915,2.0491187,488.2401788,3.5729712,1674.1918061,1856.700481,5796.0,1.51715,4.14
2180.01,260.1740061,24.0527095,4747.959592,11.3192423,360.169028,3.9769164,5739.0,1.62762,4.03
2186.01,4.476922,2.971921,9095.8829177,14.3955457,1281.2166202,636.8120268,5772.2,1.37148,4.4
2191.01,4.0115394,2.2686483,14587.5117969,15.3487909,1235.4438742,550.5706841,5741.0,1.13908,4.3
1982.01,17.1725007,5.016,3610.0,9.89011,897.0,107.942,6617.0,1.41,4.21
1984.01,0.5646193,1.295,510.0,3.01498,2674.0,8493.1,6237.0,1.3,4.24
220.01,10.6953083,2.044,920.0,2.84818,796.0,66.8553,5272.71,0.88,3.98846
2430.01,1.10071,0.909,680.0,4.67495,1598.0,1082.9,6409.0,1.59,4.14
2671.01,3.1630387,4.661,1130.0,6.82612,3197.0,17348.8,6187.0,1.34,4.26
2674.01,7.2972359,0.827,3780.0,13.2402,543.0,14.5303,6433.0,2.1,3.91
2681.01,3.1292868,1.545,7430.0,12.0419,1246.0,400.405,6078.0,1.32,4.25
2684.01,2.4756487,2.461,4370.0,5.25914,1179.0,321.692,4633.0,0.8,4.5
1998.01,1.10833,2.288,1060.0,4.58274,2270.0,4415.23,5972.0,1.4,4.08
2446.01,18.685862,5.4844,1215.9529886,4.2075538,690.8611696,53.8374071,5926.0,0.987496,4.48242
2696.01,6.409365,1.707,11300.0,12.1252,788.0,64.1809,6191.0,1.12,4.41
2699.01,5.8259928,2.442,12800.0,14.0157,809.0,71.3806,4964.0,1.2,4.19
2702.01,1.9422802,2.768,8140.0,15.1178,2056.0,2966.77,6950.0,1.6,4.21
2009.01,1071.0898448,2.1734134,865.169438,2.2407785,276.8338183,1.3880259,4755.33,0.701499,4.62683
2010.01,1134.6723963,8.6844623,11679.2159464,11.7582195,437.2015486,8.6347102,5842.0,1.0735199,4.39929
2014.01,4.8099755,6.696,6965.0,22.6223,1869.0,2029.17,6417.0,2.65,3.7
2235.01,17.14012,1.176,2180.0,8.14257,434.0,5.93171,6378.0,1.67,4.1
2455.01,4.720489,1.8316316,47110.570638,14.6186346,526.8565787,18.2091901,3553.0,0.489916,4.74625
246.01,7.8728937,3.7599578,14639.4155321,15.0953,916.2147815,166.5367856,5070.0,1.26,4.47933
2467.01,1.7556616,1.3491032,444.0879481,1.7738475,1197.6740653,486.2678796,4909.0,0.808741,4.52554
2469.01,2.3767548,3.225,7940.0,23.4044,2006.0,2690.9,6931.0,2.57,3.8
2703.01,6.1735306,3.163,12950.0,11.2676,967.0,145.598,5435.0,0.96,4.45
2705.01,18.010652,4.952,4580.0,12.5654,779.0,61.2858,5740.0,1.85,3.91
2708.01,2.3540172,2.36,6660.0,14.4919,1548.0,954.677,6114.0,1.74,4.02
2711.01,5.7604868,3.08,14580.0,14.0917,988.0,158.265,5530.3,1.12,4.33
2716.01,7.5420435,3.854,7720.0,9.55159,1061.0,210.743,5949.0,1.07,4.42
2028.01,0.77871,1.458,670.0,6.16036,2789.0,10057.7,7751.0,2.25,4.0
2029.01,2.57134,3.824,920.0,10.7406,2382.0,5344.87,7125.0,3.56,3.54
203.01,51.94509,8.094,2534.0,0.705818,402.0,4.34593,3203.0,0.23,5.01682
2240.01,3.06555,2.483,2920.0,5.41363,1763.0,1605.05,5285.0,0.71,4.7
2245.01,3.7981107,3.914,750.0,4.13478,1530.0,911.152,5042.0,1.51,4.04
2479.01,36.8382429,4.9462843,965.1649482,3.7858994,565.8728882,24.2324067,5363.1,1.2099299,4.08
2757.01,3.4813976,2.694,21800.0,20.9129,1426.0,687.809,6704.0,1.4,4.3
2761.01,6.1214801,3.861,17560.0,17.6327,1445.0,725.656,6356.0,1.24,4.35
2765.01,1.0191022,1.228,2230.0,7.10309,1955.0,2426.37,6865.0,1.53,4.24
2033.01,18.8243063,4.397,1915.0,8.51397,860.0,90.9855,7014.0,1.95,4.05
2043.01,12.0135752,4.274,1171.0,3.7307,964.0,143.432,6178.0,1.23,4.33
2044.01,4.1207509,2.158,973.0,7.46471,1963.0,2466.19,9953.0,2.38,4.09
2045.01,9.07763,5.928,5912.0,12.6842,1236.0,388.441,6125.9,1.72,4.03
2257.01,35.1896444,3.3254029,4524.9353925,2.2253696,230.7752258,0.6703132,3446.0,0.326932,4.89707
2492.01,10.1004307,4.977,13680.0,17.4827,1118.0,260.172,6519.0,1.49,4.22
2498.01,3.7382381,2.975208,1316.4622757,4.774123,1352.3587386,790.4759269,5938.0,1.2906801,4.25146
2722.01,0.708548,0.845,800.0,4.66694,1612.0,1121.93,5678.0,1.52,4.08
2723.01,3.3843865,3.845,10730.0,16.224,1533.0,917.268,5848.0,1.52,4.1
2734.01,4.5879078,3.464,2040.0,5.59491,1299.0,474.054,5785.0,1.25,4.26
2047.01,7.4072602,3.019,14765.0,14.7857,1116.0,258.039,5887.0,1.14,4.35
2061.01,1.45655,1.51,580.0,1.83776,1273.0,436.167,4475.0,0.7,4.59
2273.01,46.5710978,6.1832559,328.3531481,2.1305645,582.409103,27.1915284,6495.0,1.15083,4.43957
228.01,2.6865041,2.5524772,12250.4189724,13.7470239,1432.3687809,994.8105653,5738.0,1.18274,4.23836
2755.01,3.3187528,1.96,6490.0,9.77184,1121.0,262.223,5709.0,1.21,4.28
2068.01,7.7690887,2.6251447,1416.7912077,2.3663308,481.070845,12.6577686,3700.0,0.542573,4.70036
207.01,5.6492853,4.0424046,44346.559983,26.5608527,1144.213679,405.0881542,5963.0,1.21025,4.31132
2073.01,53.1991439,6.2024225,591.4602835,2.8396233,514.56613,16.568599,5729.0,1.15632,4.32178
2289.01,63.39545,5.1295954,851.8694759,3.3507179,453.9864688,10.0390505,5717.0,1.0149601,4.43377
2292.01,7.0767314,2.444,630.0,2.4422,894.0,106.205,5781.0,1.0,4.45679
2521.01,5.563087,4.533,2520.0,9.04133,1313.0,494.188,5491.4,1.72,3.85
2522.01,2.0988541,4.365,350.0,1.66554,2033.0,2840.05,5531.0,0.97,4.45
2527.01,2.3018922,3.706,1260.0,12.146,2270.0,4411.81,6919.0,3.45,3.54
278.01,0.299039,0.7218103,5780.6664824,2.5153001,944.4983346,188.0727122,2955.0,0.300639,5.13527
2789.01,3.0071496,4.461,3310.0,8.05598,1848.0,1939.81,5906.0,1.45,4.14
279.01,11.4707838,3.698,1575.0,1.86599,653.0,30.2417,4140.0,0.73,4.46332
2302.01,1.3103832,1.6240216,3904.2824741,9.8603222,1480.1291921,1134.2779729,5228.0,0.928507,4.45189
1856.01,197.0336254,7.338,11900.0,12.0713,316.0,1.65744,5616.4,1.0,4.44
1865.01,1.2239134,1.037,1400.0,7.38849,1509.0,861.54,6618.5,1.92,3.99
2090.01,230.92212,15.8602661,284.9247434,3.6785805,459.2148716,10.5095659,6395.0,2.1204,3.89312
2094.01,18.7931749,1.09889,1844.6985474,1.7151271,297.7046646,1.8563658,3457.0,0.376775,4.84825
2314.01,15.937546,4.5395335,4172.2924827,11.9220549,934.5436034,180.2682649,6093.1,1.55033,4.1
2321.01,716.3497402,3.612,867.0,2.90826,101.0,0.0174179,5645.84,0.97,4.46148
1868.01,8.8263579,3.4318591,5877.74804,12.1777996,1126.900714,381.1216482,6016.0,1.56043,4.1
1871.01,3.40612,1.714,1740.0,8.60495,1560.0,985.653,5955.3,1.67,4.06
1875.01,11.3091849,1.713,11960.0,15.4356,631.0,26.4473,5817.0,1.25,4.27
1876.01,6.4827647,2.2930359,4140.8329483,11.487382,1412.5995193,941.0164562,6748.0,1.73025,4.12
210.01,9.0105414,1.8443264,4125.0713,2.1513682,345.2246743,3.3568205,3275.0,0.330146,4.438
2107.01,2.45457,2.39,19250.0,14.183,1322.0,508.468,5565.0,0.97,4.45
2324.01,1.0361758,2.93,348.0,2.62395,3265.0,18869.1,6413.0,1.5,4.2
2572.01,3.5985851,4.015,6710.0,11.8109,1678.0,1318.02,6303.0,1.45,4.21
188.01,1.1619531,0.95926,331.6208111,3.4842503,2358.2580075,7309.4764762,6340.3,1.66089,4.18
2116.01,5.3089937,5.876,531.0,3.29803,1883.0,2090.71,6927.0,1.65,4.18
2338.01,22.6539607,3.468,11530.0,12.2765,537.0,13.8485,5523.0,1.12,4.33
2577.01,3.7494409,2.452,4860.0,13.2544,1635.0,1186.51,7899.0,1.89,4.16
2579.01,3.7146478,3.835,12620.0,15.2308,1432.0,698.148,5783.0,1.32,4.21
2584.01,4.6965638,3.056,12380.0,16.2589,1290.0,459.903,6502.7,1.43,4.25
1897.01,48.5340395,6.661,62170.0,26.827,144.0,0.0730269,5937.0,1.03,4.44855
1897.02,48.5338626,6.137,4730.0,7.9008,341.0,2.2453,5937.0,1.03,4.44855
1905.01,5.72226,2.648,25549.0,12.8433,687.0,37.0251,4233.2,0.73,4.64
1906.01,9.6246665,4.297,10230.0,12.3182,925.0,121.918,5473.0,1.2,4.26
2126.01,1.306188,1.4177746,24746.2794438,16.758883,1443.2894048,1025.5021895,5489.0,0.820181,4.59342
2128.01,16.3413889,5.3764481,372.0970618,2.629079,777.2060824,86.231465,5991.11,1.12506,4.37711
213.01,23.5199045,3.222,1243.0,2.30502,500.0,10.453,4566.4,0.67,4.93
213.02,7.7565534,2.4341043,286.2558604,1.1359985,629.8978948,37.2050274,4566.4,0.672062,4.93
2354.01,0.5109902,0.709,2720.0,9.54792,2222.0,4048.85,6095.0,1.53,4.13
2368.01,5.1750108,2.0076562,13020.075325,11.4726621,910.9289033,162.7267425,5177.0,0.892685,4.48
2607.01,2.2338786,3.0400001,318.9211436,3.1159001,1913.0201108,3165.1853297,6422.3,1.65992,4.10848
1920.01,2.5441537,2.128,6780.0,10.5577,1301.0,476.965,5652.0,1.31,4.2
1921.01,5.17958,4.524,7620.0,14.829,1416.0,669.018,6116.0,1.65,4.07
2376.01,3.1821969,3.0676639,3746.6638386,9.3708418,1449.2615097,1042.5767464,5672.5,1.3954,4.4
2381.01,5.0451188,1.8549863,13949.1155643,18.0229867,1078.5360791,319.7861956,5337.0,1.16636,4.5
2616.01,1.8531628,2.019,34220.0,13.5946,1418.0,672.909,5355.0,0.68,4.46
2620.01,10.3558635,3.548,18740.0,17.6401,887.0,102.964,5896.0,1.26,4.27
2621.01,2.4125012,1.209,10860.0,13.7942,1221.0,369.1,6190.0,1.22,4.34
2622.01,1.2207037,2.186,25580.0,17.4662,1915.0,2232.93,5991.0,1.06,4.43
1926.01,1.3372349,1.7026098,1226.6760556,3.0265786,1391.8701134,886.9841113,5111.9,0.860256,4.5
193.01,0.7920646,0.466,1464.0,12.9674,1571.0,1013.69,5422.0,0.98,4.42223
1935.01,4.4352884,1.89,6410.0,11.2110231,1365.1232387,196.663,6245.0,1.38,4.24
2152.01,3.3772835,3.6434514,7216.4961357,15.3058361,1745.8918919,2195.7879328,6688.0,1.73235,4.11
2159.01,10.0509704,6.129,8660.0,13.5943,1121.0,263.046,5844.0,1.41,4.16
2386.01,2.7567395,2.3808565,9248.4759918,13.8044661,1509.0388299,1225.5263733,6034.0,1.28427,4.26998
2391.01,7.8369842,6.8077198,14532.9486121,21.4721115,1164.3472682,434.3612918,5774.8,1.75826,4.4
2396.01,1.5099302,1.329,2230.0,8.891,1599.0,1087.82,5735.0,1.76,3.96
2397.01,6.00327,3.947,4920.0,7.59354,1130.0,271.529,5527.0,1.06,4.37
2632.01,0.907105,1.711,1430.0,7.82059,3617.0,28442.1,6164.0,1.13,4.4
2635.01,7.4547813,7.1681685,2508.5862836,14.5247965,1684.4784991,1902.7550776,6502.0,2.8327301,3.65751
1941.01,1.13305,1.073,100.0,2.16887,1536.0,925.999,5883.8,2.1,3.77
1942.01,1.6563738,1.741,246.0,1.42047,1566.0,1000.88,5614.1,1.02,4.34
1952.01,6.89132,5.369,5940.0,11.3151,1419.0,673.704,5488.0,1.41,4.14
1953.01,0.6923563,0.803,810.0,10.6207,3080.0,14950.4,6422.1,1.85,3.86
1954.01,4.9064175,6.5416975,1704.6576752,9.7548163,1685.6817323,1908.1975034,7119.5,1.98083,4.14
2176.01,7.8914271,4.2653156,9822.0002486,12.9299942,1042.3456808,278.9767986,5883.0,1.27992,4.25
2177.01,3.5224751,3.2804955,8602.325645,15.9014832,1566.7048126,1423.8679407,6179.0,1.5817,4.11
3447.01,3.6562554,3.853,4970.0,10.421,1602.0,1093.63,5994.0,1.51,4.12
3718.01,4.230596,4.263,3770.0,12.1709,1661.0,1263.61,6455.1,2.02,3.94
3721.01,3.5411235,3.0771407,8736.2229728,10.2150358,1141.4685966,401.2147341,5151.0,1.09532,4.3
3723.01,3.9442027,3.269,13590.0,14.6517,1453.0,741.79,6518.1,1.22,4.39
3726.01,4.8404431,2.6166045,27037.3771224,17.700332,1115.9893923,366.5736704,5925.1,1.04742,4.43
2920.01,3.2003149,2.847,16320.0,18.204,1393.0,626.171,6060.0,1.4,4.2
320.01,1.46503,1.145,3162.12,5.43222,1379.0,601.367,5912.5,0.88,4.36
3462.01,6.3885628,1.726,4410.0,7.62451,725.0,46.0383,5474.0,1.03,4.4
3469.01,2.6566986,3.865,10670.0,17.7901,2022.0,2780.14,6823.0,1.67,4.16
373.01,1.632,1.466,5500.0,9.24379,1484.0,806.657,5997.0,1.11,4.39
3744.01,3.9010509,4.2743803,3017.5555289,15.3760904,2008.8567199,3848.7247292,6257.0,2.7449501,3.65
2924.01,7.3498345,4.0296279,5726.6329422,10.9465595,1175.1480188,450.7038757,6571.0,1.34715,4.31
2930.01,7.2041454,3.527,1970.0,10.8839,1450.0,735.576,7176.0,2.34,3.91
2936.01,1.3328042,2.75,1960.0,7.33432,2422.0,5718.54,6561.0,1.67,4.12
3203.01,4.2442882,4.273,7530.0,13.1653,1871.0,2036.6,6915.0,1.52,4.25
3747.01,1.5503072,2.3242495,4601.821312,15.625642,2689.3260002,12362.172636,7747.0,1.98568,4.1
3755.01,5.5455798,3.1170996,8040.2832674,10.3353813,1002.1907807,238.4089829,5354.0,1.07607,4.34
294.01,7.327945,2.896,13710.0,9.49027,697.0,39.3409,4521.0,0.79,4.5
3499.01,4.5992844,8.1684205,3654.1353754,19.0560523,1905.2568703,3114.1185902,5695.0,3.1233001,3.45316
3501.01,15.3502505,2.87,26220.0,19.2152,750.0,52.6633,5782.5,1.0,3.92
3503.01,1.1882549,2.4231243,2971.3418778,12.1227001,2961.4012649,18176.4904225,8405.0,1.78789,4.25145
3506.01,4.4961387,3.5068675,10767.3313678,12.7988183,1159.2289516,426.7739259,5554.0,1.18466,4.28
3775.01,5.3868381,3.225,18740.0,15.8461,1113.0,255.316,5915.0,1.13,4.37
324.01,5.2848691,4.7725494,27277.0990883,21.377066,1219.8388469,523.2760294,6113.0,1.2729501,4.29
3245.01,2.8977031,4.148,10130.0,17.057,1886.0,2102.4,6397.0,1.67,4.1
3247.01,5.3305676,2.887,5820.0,15.5434,1136.0,277.237,6076.0,2.01,3.89
3250.01,3.2806578,2.93,9820.0,11.5452,1340.0,535.248,5717.0,1.18,4.3
3510.01,2.8724894,2.772,13480.0,13.1718,1387.0,614.779,5752.0,1.1,4.37
352.01,11.6235,2.783,44708.7,20.7208,661.0,31.7369,5518.0,0.89,4.34
3522.01,3.3412415,1.938,12360.0,10.2542,993.0,161.632,5285.0,0.9,4.48
3783.01,6.1080224,4.68,7840.0,12.8902,1345.0,544.723,6204.0,1.48,4.17
3784.01,4.9386676,3.2881257,4880.2549784,21.2842391,1817.3748885,2578.0960496,5646.0,3.0218699,3.48
3788.01,3.0923729,3.061,7200.0,15.1739,1763.0,1605.66,6510.2,1.76,4.07
379.01,0.91677,1.337,276.272,3.12766,2236.0,4151.31,5825.0,1.71,4.04
3791.01,3.1833919,2.017,9850.0,13.8362,1269.0,430.956,6405.0,1.39,4.27
3792.01,0.7729066,1.109,2850.0,6.51984,1893.0,2135.77,6125.0,1.19,4.35
2981.01,3.6015056,3.024,13630.0,12.3972,1353.0,556.616,6055.0,1.03,4.46
2987.01,1.6709011,2.2820392,1210.5574745,5.3730452,1959.4946555,3484.153938,7051.0,1.2684,4.42
3253.01,4.3622356,2.645,18670.0,11.0608,856.0,89.5299,4486.0,0.78,4.5
3261.01,0.8831279,1.651686,2068.0674877,4.3749094,1609.5701933,1586.2100083,5151.4,0.86,4.51
3262.01,12.8770845,1.9419484,7385.1208646,10.8337698,830.8781535,112.6342216,5953.0,1.10769,4.39
3263.01,5.6155837,4.495,2690.0,7.87868,1394.0,627.845,5998.0,1.51,4.13
3527.01,1.755115,2.3819547,7747.1683435,33.1493745,2358.8436545,7316.7400883,5889.0,2.4012699,3.71
3537.01,5.6133922,1.424,15850.0,15.2695,861.0,91.3894,5848.0,1.07,4.41
3830.01,3.2493152,1.849,9260.0,10.3587,1011.0,173.46,5371.2,1.04,4.37
3835.01,1.3460633,1.829,15780.0,14.2662,1650.0,1231.36,5788.7,1.09,4.38
3003.01,1.6224281,2.013,1250.0,7.12755,2204.0,3920.08,7517.0,1.98,4.08
3279.01,0.4191451,0.9767422,1898.2608647,6.1769613,2800.0152156,14526.5528051,5430.0,1.39542,4.4
3549.01,1.8639309,3.297,3640.0,14.7339,3289.0,19428.3,6527.4,1.57,4.18
3558.01,2.5650361,2.273,9190.0,13.0681,1441.0,717.151,5866.0,1.34,4.21
3803.01,2.5492773,2.301,3970.0,13.2377,1647.0,1223.62,6862.4,2.07,3.98
3808.01,3.6754815,2.3005775,9843.1330115,22.3487036,1517.2980079,1252.5773445,6305.0,1.4902101,4.18
3014.01,1.7946783,3.306,2860.0,8.71041,2288.0,4554.66,6351.0,1.68,4.09
3015.01,4.2745762,4.288,3620.0,10.7453,1625.0,1157.67,6375.0,1.79,4.04
3019.01,5.9594909,2.201,15090.0,12.8042,891.0,105.077,5950.0,1.0,4.47
302.01,6.70145,1.579,10940.0,8.15246,501.0,10.4754,4130.0,0.74,4.51
330.01,4.2794669,2.4641339,17011.2798568,9.0099926,750.296567,74.8950024,4314.0,0.703041,4.57
3561.01,4.1273472,2.74,18840.0,20.1447,1582.0,1041.76,7795.0,1.44,4.39
3565.01,4.3170598,2.879,10240.0,12.9424,1215.0,361.994,6017.0,1.25,4.29
3566.01,1.764534,2.187,27120.0,23.84,2124.0,3379.0,6479.0,1.2,4.4
3571.01,3.007925,3.032,7760.0,15.3022,1704.0,1401.91,7457.0,1.68,4.14
3813.01,3.7178656,3.2262534,11274.5959098,13.6754452,1372.1195235,837.7005046,6268.0,1.23586,4.34
3026.01,4.8206566,4.468,17740.0,15.025,1404.0,645.538,6002.0,1.13,4.38
303.01,3.5608112,3.389,4890.0,10.4972,1390.0,621.482,5659.0,1.47,4.1
3031.01,3.9935853,2.846,19930.0,21.2425,1501.0,842.898,5709.0,0.94,4.5
3032.01,3.4677103,2.234,10000.0,12.3649,1133.0,273.655,5645.0,1.18,4.29
3036.01,0.3859142,1.189,5590.0,7.76491,2999.0,13435.8,6721.0,1.05,4.55
3040.01,3.5366051,2.587,12660.0,13.8209,1263.0,423.46,6026.0,1.19,4.34
3854.01,3.2693612,2.029,10790.0,9.96136,1141.0,281.839,5814.0,0.93,4.52
3859.01,1.8460997,1.706,3740.0,16.4485,2150.0,3553.44,6123.9,1.48,4.16
3860.01,3.0012386,3.164,13660.0,14.4673,1604.0,1099.61,6331.0,1.21,4.37
3044.01,13.2681095,3.554,2140.0,11.9718,862.0,91.8511,6364.0,2.48,3.75
3051.01,2.9489639,2.278,2730.0,11.3327,1471.0,779.001,6506.0,2.15,3.9
3057.01,0.58007,1.338,16320.0,16.4382,2592.0,7501.75,6875.0,1.33,4.37
3327.01,4.1794516,3.921,4480.0,13.3164,1488.0,815.017,6151.0,1.96,3.92
3328.01,10.1923252,6.168,1730.0,5.40312,1209.0,355.136,5767.0,1.28,4.23
3338.01,1.4893582,1.286,8600.0,12.5424,1850.0,1946.1,6208.0,1.11,4.42
361.01,1.5351652,0.9492628,2977.6306495,6.8350786,1040.9776611,277.5151143,4215.0,0.744573,4.59
2797.01,4.2380604,3.385,13070.0,13.0206,1292.0,463.485,5798.0,1.13,4.35
280.01,10.1843061,1.7293131,839.9896915,2.4497061,708.2266596,59.457971,5454.0,0.782681,4.59104
2803.01,1.962292,2.935,20910.0,17.4523,1882.0,2085.59,6384.0,1.16,4.41
3066.01,12.2027867,2.428,7070.0,9.74784,720.0,44.6632,6454.0,1.13,4.45
307.01,6.1668344,2.2619245,13145.6121347,17.0195741,1113.2334478,362.9660354,5747.0,1.2815599,4.24
3077.01,6.3599636,5.479,4400.0,13.6678,1803.0,1755.17,7689.0,2.07,4.06
3346.01,4.8692603,2.538,5510.0,6.32448,1067.0,215.764,4323.0,0.7,4.58
335.01,1.26092,2.718,4825.94,8.46782,2344.0,5014.81,5875.0,1.11,4.36
3616.01,2.4188647,2.5,5441.0,20.8975,1903.0,2177.78,7316.0,2.9,3.73
3625.01,2.9708659,3.4295536,11761.9984291,14.8135617,1495.2487083,1181.3395539,6122.0,1.30269,4.27
2808.01,9.4453763,2.659,863.0,1.77547,669.0,33.3967,4853.0,0.66,4.69
2814.01,5.479335,4.7009896,9196.3437964,15.1849562,1402.9908508,915.6728921,6332.7,1.5307699,4.2
2818.01,4.0397189,3.655,15110.0,14.2282,1515.0,876.846,5758.5,1.14,4.27
282.01,56.0045056,10.4337079,767.9192527,4.6074444,596.6666471,29.9535327,6321.0,1.41189,4.22436
282.02,31.32312,1.541,385.0,2.00987,549.0,15.1394,6321.0,1.41,4.22436
282.03,84.2607645,10.925059,440.1660616,3.4359102,520.7120401,17.3744666,6321.0,1.41189,4.22436
282.04,22.8909855,2.465657,253.4100012,2.5594629,803.9912632,98.7475477,6321.0,1.41189,4.22436
3091.01,2.7499877,3.84,15480.0,22.9205,2912.0,11946.5,10146.0,1.77,4.36
3632.01,3.2403602,3.216,9687.0,12.8678,1627.0,1165.99,6605.4,1.36,4.31
3635.01,1.8048106,4.3641932,4555.9682539,14.8028768,2238.402212,5932.9885061,5972.0,2.1619599,3.81
3638.01,4.9276886,1.7461195,13381.8682851,21.6677618,1062.6576955,301.3662182,5263.0,1.1462801,4.27
3640.01,1.2205315,1.867,3898.0,43.2978,3910.0,38806.5,8273.0,3.49,3.66
2828.01,4.6141256,1.566,4920.0,10.7957,1001.0,167.033,6888.0,1.33,4.37
3099.01,2.5543095,2.239,18680.0,13.5543,1354.0,559.574,5990.0,0.95,4.53
3101.01,4.0467915,3.979,5180.0,12.8472,1501.0,843.152,5933.0,1.79,3.96
3103.01,4.3437796,2.774,7750.0,11.8307,1294.0,466.22,6513.0,1.32,4.32
3108.01,6.900352,2.452,10420.0,8.86463,773.0,59.4485,5205.8,0.85,4.53
3112.01,4.2842284,1.497,11830.0,14.0459,764.0,56.6249,4911.0,1.19,4.19
3386.01,0.8855539,1.034,1900.0,5.05228,1811.0,1788.08,6446.0,1.13,4.45
365.01,12.11028,3.335,35060.0,34.1747,856.0,89.3226,5808.0,1.29,4.23
366.01,1.7025848,1.848351,7466.6719822,11.8582247,1652.5853359,1762.6925977,5504.0,1.27966,4.21
2843.01,1.8882882,2.714,18080.0,17.6221,1875.0,2054.63,6436.0,1.27,4.34
2846.01,2.6792695,2.56,10530.0,13.9979,1636.0,1189.32,6718.0,1.34,4.34
3118.01,3.8098324,3.881,3250.0,10.3911,1389.0,618.962,5406.0,1.78,3.91
3393.01,5.2059716,2.803,9210.0,11.1254,1139.0,280.373,6210.0,1.13,4.41
3394.01,7.8373997,3.273,2880.0,7.62042,1113.0,254.905,6715.0,1.43,4.28
3403.01,11.2205176,3.7193393,10721.0265817,17.0919218,1031.9556709,268.0187451,6764.0,1.60322,4.19
3667.01,5.4439776,2.9570233,9179.0608475,16.8830792,1217.0846478,518.5661197,5717.0,1.41985,4.14
3677.01,3.6923071,1.139,14130.0,14.2002,1226.0,375.352,8469.0,1.1,4.68
2865.01,0.451685,0.262,1660.0,9.82852,1751.0,1563.98,6353.0,1.1,4.46
3135.01,3.7065603,1.98,15010.0,12.9758,1114.0,256.023,5632.0,1.03,4.41
3409.01,7.7605254,3.639,2060.0,4.92551,1070.0,218.205,6070.0,1.09,4.42
3416.01,2.3626917,2.938,7280.0,14.4588,2318.0,4798.12,8360.0,1.62,4.33
3422.01,3.7788779,3.1290228,17654.0731284,13.9739571,1185.0478458,466.0843733,5817.7,1.02896,4.43
3681.01,4.6401269,3.0320144,9954.9098835,10.2407443,1007.016024,243.0337156,5191.0,1.00936,4.37
3689.01,2.4145007,2.272,7472.5714594,15.7019,1622.0,1150.77,6391.0,1.67,4.1
3693.01,9.0881638,3.402,24660.0,12.8974,765.0,57.0645,5211.0,0.8,4.58
3150.01,5.3430663,5.101,7220.0,21.0355,2509.0,6581.64,7822.0,2.15,4.04
3160.01,3.9712794,2.606,8670.0,15.3233,1240.0,393.511,6200.0,1.62,4.09
3165.01,2.5433707,3.2214112,55256.7333661,29.0069132,1555.9541912,1385.186432,6748.0,1.12503,4.49
3431.01,3.919695,4.027,12270.0,19.0078,1607.0,1108.17,6438.0,1.73,4.08
344.01,6.0672187,3.0803438,7468.3938627,9.4901642,1075.9802743,316.7657662,6149.0,1.0793999,4.44
3441.01,4.2594558,3.391,7500.0,10.33,1271.0,433.367,5763.8,1.18,4.31
3700.01,4.4184429,3.2423132,12333.3914621,12.8324877,1221.5897336,526.2868256,6166.0,1.11999,4.41
371.01,3.4813814,2.2906804,5175.9836967,6.5778157,1080.8027122,322.4829107,5389.0,0.910221,4.49
