transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius
K05321.01,215.634356,15.097,1.92,6163.0,1.568
K05327.01,5.43361347,1.0338,2.09,3694.0,0.566
K05091.01,328.84846,5.45,2.23,5382.0,0.724
K04973.01,0.523493764,0.9015,1.82,6122.0,2.455
K05096.01,0.987069622,1.0092,2.43,6602.0,1.223
K05101.01,436.18813,11.35,1.64,6499.0,1.497
K05105.01,19.545185,1.597,0.76,6273.0,1.16
K05225.01,33.2948005,2.997,1.46,6217.0,0.989
K05232.01,476.39752,12.13,1.82,6300.0,1.064
K04986.01,444.04257,10.9,1.48,5776.0,0.726
K04988.01,484.172005,4.566,2.38,5858.0,1.04
K05116.01,222.068928,1.938,29.97,5221.0,12.042
K04994.01,528.10984,18.01,0.77,5618.0,0.811
K04997.01,119.669671,20.67,2.21,6382.0,1.059
K05123.01,288.94276,11.43,1.05,5786.0,0.827
K05246.01,36.4772788,2.092,1.65,4910.0,0.755
K05002.01,399.49671,5.351,1.39,6224.0,1.177
K05005.01,251.958533,4.742,1.4,5870.0,0.985
K05127.01,18.78970984,4.13997,44.01,6477.0,0.884
K02045.03,16.9348104,3.408,1.31,4650.0,0.706
K05011.01,1.540389045,1.8325,32.54,4964.0,15.155
K05012.01,1.540393027,1.75,2.17,5466.0,0.946
K05257.01,116.170346,2.656,1.68,5510.0,0.762
K05259.01,39.5931053,2.306,1.22,6046.0,0.972
K05261.01,100.629443,1.708,1.75,6351.0,0.921
K03272.01,23.0295222,7.96,20.81,5877.0,0.959
K05652.01,91.507044,5.019,1.43,5040.0,0.626
K05773.01,24.614775,2.395,1.28,5654.0,0.849
K05403.01,2.41172358,2.6311,50.53,6363.0,1.332
K05527.01,209.06299275,10.0389,72.26,6130.0,1.024
K05657.01,284.699924,3.709,2.0,6054.0,1.028
K05661.01,229.86928,12.91,9.57,6065.0,2.344
K05536.01,392.72811,12.48,1.85,5701.0,0.815
K05665.01,100.494129,2.679,1.33,6018.0,1.75
K05669.01,130.110715,2.227,1.32,5960.0,0.828
K05418.01,14.2673439,3.171,1.21,5475.0,0.837
K05548.01,216.453511,3.321,2.91,5385.0,0.878
K05676.01,60.0546149,3.435,5.24,5242.0,2.917
K05798.01,318.25858,4.39,2.03,5108.0,0.759
K05430.01,99.97889,8.76,1.84,5229.0,1.725
K05680.01,557.92882,4.788,2.97,5553.0,1.844
K05684.01,206.801125,6.6,24.34,5048.0,8.611
K05436.01,28.297207229,3.94247,54.15,6327.0,1.151
K05559.01,586.63177,7.299,1.18,5228.0,0.854
K05566.01,0.9886684,2.023,3.18,6456.0,2.773
K05690.01,17.0497376,3.271,45.89,5039.0,14.954
K05833.01,440.171272,12.217,5.97,6261.0,1.679
K05439.01,0.864651455,3.461,0.69,5587.0,0.851
K05441.01,25.4805211,10.701,1.25,6250.0,0.986
K05443.01,348.61891,3.567,2.4,5911.0,0.914
K05574.01,373.41509,6.617,2.55,4236.0,0.612
K05693.01,612.882452,2.024,2.42,6029.0,0.956
K05695.01,11.03571773,5.62958,70.42,6201.0,1.23
K05699.01,339.18109,5.34,1.7,6407.0,1.344
K05814.01,25.285232337,4.76313,69.68,6486.0,1.136
K05452.01,362.49906,12.17,2.51,6043.0,1.065
K05582.01,5.2362026,3.148,75.83,6176.0,1.631
K05707.01,208.800733,1.964,2.88,6208.0,1.168
K05826.01,30.561533,2.227,1.53,4294.0,0.664
K05458.01,56.648588,4.534,2.19,5023.0,0.782
K05462.01,371.18648,19.929,2.06,6231.0,1.152
K05584.01,10.90962154,17.8024,149.1,5323.0,2.064
K05586.01,27.0779813,138.54,2.03,5906.0,0.85
K05715.01,189.961729,12.46,1.93,5335.0,0.742
K05839.01,169.415073,3.884,2.32,6362.0,1.378
K05840.01,460.77905,15.541,4.24,6126.0,2.717
K05595.01,208.02789,10.82,1.04,4285.0,0.632
K05598.01,376.934014,4.28,2.13,6074.0,1.034
K05600.01,17.168095,13.04,4.81,5053.0,1.907
K05602.01,403.163148,5.735,2.49,5812.0,0.963
K05606.01,23.81490574,1.9948,63.1,5421.0,1.89
K05735.01,4.99471597,3.44,2.2,6409.0,2.83
K05365.01,585.64118,13.97,2.2,5779.0,0.901
K05741.01,362.0619,14.02,2.12,5271.0,0.698
K05744.01,30.69533113,5.94855,69.4,6335.0,1.286
K05747.01,411.447056,3.481,2.86,6519.0,1.672
K05371.01,33.3037881,3.003,1.14,4899.0,0.713
K05626.01,397.499229,8.019,6.57,6423.0,1.231
K05378.01,1.80774253,2.637,5.29,5164.0,1.779
K05380.01,369.93355,7.6,3.24,6158.0,1.024
K05508.01,22.571972634,4.00349,46.14,5645.0,0.871
K05510.01,1.018861199,6.5005,93.47,6225.0,1.672
K05636.01,2.79123954,2.843,2.22,6407.0,1.668
K05758.01,102.493119,2.814,2.7,5166.0,0.791
K05388.01,137.396194,17.61,3.38,5425.0,2.655
K05512.01,8.5852872,2.834,3.02,5488.0,0.818
K05639.01,279.21957,10.015,4.92,5159.0,2.604
K05769.01,7.58062893,3.484,0.97,5753.0,1.041
K05395.01,601.13797,15.26,1.81,5786.0,1.388
K05519.01,361.30991,12.968,7.07,4911.0,4.419
K05520.01,199.4424134,7.2533,56.11,5869.0,1.17
K05521.01,31.59115876,2.6431,72.91,5178.0,2.295
K05525.01,45.680876,2.293,14.5,4835.0,7.917
K05526.01,43.169798,9.686,1.47,5929.0,1.292
K05898.01,76.37924,0.645,1.73,5451.0,0.936
K05903.01,253.790434,3.702,2.06,5426.0,0.85
K05904.01,322.544807,11.236,0.68,5359.0,0.741
K05910.01,91.240335,2.314,1.75,6493.0,1.205
K05915.01,37.6259039,3.91,1.81,5874.0,0.871
K05943.01,27.2020672,1.811,1.87,5869.0,1.396
K05945.01,40.7282314,13.677,4.58,6531.0,2.231
K05845.01,22.2659599,4.816,1.18,6888.0,1.492
K05969.01,163.820347,1.331,2.59,4822.0,0.771
K05973.01,419.93373,10.29,1.82,6686.0,1.053
K05851.01,322.221973,7.531,2.18,6026.0,1.006
K05854.01,240.57135,11.164,2.93,6146.0,0.943
K05856.01,259.34304,16.04,6.04,5490.0,3.204
K05865.01,35.8726918,4.402,62.51,5254.0,15.369
K05867.01,359.8455,34.84,14.76,4945.0,6.632
K05873.01,217.170081,4.291,109061.0,5083.0,11.723
K05879.01,88.523517,7.22,1.6,3827.0,0.462
K05886.01,284.87177,15.63,1.84,6437.0,1.773
K05890.01,263.30198,2.213,2.19,5758.0,1.132
K05896.01,434.28175,8.14,1.94,5544.0,0.75
K03440.02,58.940569,4.769,2.48,5819.0,0.99
K06096.01,17.279290765,5.07591,27.66,5251.0,0.658
K04009.02,77.792718,6.08,2.17,5497.0,1.241
K00600.02,294.055263,14.32,2.8,6108.0,1.011
K05991.01,8.58599537,2.4078,39.03,4805.0,13.941
K06099.01,7.244778994,3.3873,25.68,5530.0,0.788
K06100.01,0.730964241,2.483,0.99,5929.0,1.463
K06100.02,117.684591,2.219,1.52,6362.0,1.279
K04131.02,241.0122,1.19,4.41,7843.0,2.909
K05993.01,4.264729569,2.2075,29.95,6052.0,1.417
K05996.01,4.944927575,3.4648,19.43,4428.0,0.701
K00649.02,10.2090268,6.264,0.92,6188.0,1.524
K06196.01,1.680425996,5.4548,102.31,6844.0,1.629
K04246.02,8.75630628,2.852,1.12,5839.0,1.227
K06006.01,12.424995,20.282,2.06,6098.0,2.657
K06108.01,485.92297,3.756,1.07,5551.0,0.957
K06204.01,0.953734449,1.7616,47.65,7332.0,1.46
K06009.01,12.4262889,18.764,1.23,6246.0,1.092
K06010.01,12.424747,25.24,1.35,5514.0,0.826
K06011.01,12.4255705,28.88,1.37,5742.0,0.827
K06013.01,12.4244306,26.15,1.59,5761.0,0.791
K06014.01,6.71738328,3.60057,37.65,5301.0,0.936
K06114.01,24.955998503,2.76331,36.91,8617.0,3.018
K01250.02,1.213672208,1.3644,697.14,6113.0,0.995
K06214.01,281.35877,7.74,4.22,6049.0,2.522
K06214.02,154.536881,15.44,4.1,6049.0,2.522
K04260.02,101.889228,2.71,1.43,5802.0,1.59
K04777.02,48.5023669,1.053,906.03,3396.0,0.28
K04781.02,524.14139,11.603,1.88,6225.0,0.931
K06121.01,1.237147407,7.06623,106.18,6064.0,1.449
K01860.04,24.8434837,4.8,1.58,5670.0,1.022
K06217.01,7.7016694,10.898,4.44,5174.0,3.608
K04567.02,4.67250377,4.441,1.11,6146.0,0.987
K06023.01,3.664964374,3.9058,30.98,5726.0,0.987
K06027.01,11.991000357,6.4648,78.78,5988.0,1.13
K06128.01,12.42555055,28.492,3.79,6381.0,1.423
K06129.01,12.42592247,31.5,79.21,4849.0,6.952
K06227.01,4.46255312,14.0957,52.74,4847.0,3.619
K06133.01,2.6160943,21.34,0.81,6645.0,1.42
K06134.01,2.404386969,7.40348,79.72,6466.0,1.21
K06137.01,12.4970599,3.877,1.44,6174.0,1.021
K06137.02,7.384681,3.548,1.22,6174.0,1.021
K06231.01,496.17566,11.63,3.46,6643.0,1.976
K06040.01,18.019651402,5.08572,31.77,5278.0,0.659
K06041.01,4.032762189,4.14212,35.22,5960.0,0.962
K06042.01,2.371589507,3.5116,88.22,5340.0,0.601
K06237.01,528.50344,6.394,2.2,7102.0,1.874
K06239.01,406.496216,3.495,1.77,5847.0,0.884
K06241.01,73.91858615,6.9735,89.96,6300.0,1.057
K07862.01,2.38793696,17.302,25.56,6769.0,1.161
K06243.01,4.618767943,6.03,32.36,6195.0,1.781
K06054.01,2.881338104,3.5943,31.58,5783.0,0.88
K00896.03,28.8672107,3.782,1.51,5191.0,0.837
K06152.01,395.07333,7.844,230.33,3599.0,98.38
K06247.01,3.963787093,3.10316,28.11,6617.0,1.18
K01519.02,57.132855,4.958,1.81,5157.0,0.904
K06160.01,151.31847,16.45,1.13,6003.0,1.085
K06250.01,1.853209359,1.7543,32.99,6384.0,1.716
K06251.01,14.66769462,2.4462,145.18,7517.0,3.226
K00945.03,66.789347,4.08,2.07,6297.0,1.031
K06070.01,15.71377375,7.464,10.85,5812.0,0.96
K06162.01,5.874197307,4.26585,59.2,6103.0,1.083
K06164.01,29.5126153,6.314,1.84,5746.0,1.351
K00266.02,47.7439509,2.99,1.74,5949.0,1.292
K07870.01,92.552007,2.135,2.1,5808.0,1.22
K06079.01,15.249335907,3.82224,45.92,6385.0,1.189
K07871.01,1.247121237,9.363,18.39,4852.0,0.651
K06083.01,4.128795314,2.771,52.0,5949.0,1.083
K06085.01,5.902596818,5.5711,25.8,6184.0,1.094
K06086.01,15.995094054,8.45037,17.09,5899.0,0.805
K03214.02,25.0901574,8.273,1.35,6033.0,1.788
K07878.01,36.566324,4.832,15.41,5294.0,2.884
K03192.01,199.21638,9.23,2.36,8914.0,2.867
K03198.01,273.528359,22.346,115.4,7682.0,2.783
K03222.01,0.607538435,5.549,1.34,7076.0,1.691
K03378.01,27.6775212,2.513,23.04,5797.0,0.828
K03405.01,20.9794338,3.762,24.76,5182.0,0.666
K03507.01,338.20075,15.23,2.08,5381.0,0.811
K03829.01,3.886730304,16.1723,61.58,5780.0,1.0
K01992.03,85.517344,9.331,3.04,5592.0,1.451
K06621.01,7.946367138,2.58667,36.01,4789.0,0.573
K06625.01,10.738427243,2.3544,6.96,6180.0,1.686
K06757.01,1.106560721,2.64151,47.63,6205.0,0.873
K06890.01,2.15888911,1.791,0.72,5269.0,0.713
K07022.01,10.064687893,3.59854,30.11,5185.0,0.705
K07024.01,7.73591011,5.01919,50.46,5623.0,0.763
K07285.01,1.20693963,6.881,0.97,7331.0,2.041
K07286.01,3.008602107,4.34296,56.15,6033.0,1.026
K04598.02,0.824181335,2.4864,18.2,5977.0,0.883
K06373.01,31.024310431,7.63621,93.29,6011.0,1.741
K06498.01,5.462689263,3.2605,36.25,5929.0,0.888
K07291.01,25.9136674,10.498,3.37,6167.0,2.346
K07292.01,8.5412411,3.654,1.4,5602.0,0.732
K07293.01,1.013922622,1.6393,31.98,5110.0,0.647
K07294.01,17.918743061,4.36387,56.94,5870.0,1.63
K07295.01,2.287515702,10.0879,86.76,6773.0,1.391
K07428.01,2.252822538,3.41062,57.6,6116.0,0.951
K06508.01,1.039370613,1.0713,12.6,6429.0,3.137
K06639.01,0.790046373,4.9939,56.93,6785.0,1.342
K06903.01,38.058140058,8.82403,94.1,6894.0,1.419
K07038.01,12.4964346,84.32,55.34,6821.0,2.73
K07042.01,13.254134073,4.34991,58.51,6175.0,1.436
K07170.01,1.922009494,3.101,48.61,5880.0,1.087
K07174.01,1.58487898,1.791,0.37,4201.0,0.566
K07302.01,24.70932686,5.0698,25.1,6065.0,1.023
K07307.01,1.35337091,2.2396,26.69,5426.0,0.784
K06257.01,2.32539968,16.791,9.76,7046.0,2.724
K06386.01,2.756536015,1.5908,57.46,5496.0,1.669
K06387.01,13.99585365,5.0308,368.42,5638.0,2.703
K06389.01,8.6532378,2.974,0.96,5561.0,0.854
K06514.01,1.25625738,9.726,1.32,7450.0,3.063
K06517.01,0.99519559,2.293,0.29,5506.0,0.782
K06644.01,25.150788449,7.72717,39.12,6015.0,1.101
K06778.01,10.88242209,5.51934,63.14,6200.0,1.045
K06779.01,1.926366998,3.98088,53.63,5176.0,0.76
K06784.01,36.75892725,15.5723,51.31,6085.0,0.979
K06913.01,0.874236216,2.352,3.46,10894.0,4.378
K06913.02,1.75173647,5.122,3.86,10894.0,4.378
K06914.01,0.60886299,1.27896,158.5,5022.0,4.167
K06917.01,1.734221252,2.4577,42.06,4765.0,0.702
K07183.01,2.136834989,4.34882,66.59,5753.0,0.989
K07316.01,3.989144446,20.7947,60.26,5538.0,0.719
K07448.01,2.50012775,28.2,1.66,6923.0,1.664
K06262.01,0.673141323,0.921,1.29,5461.0,0.858
K06396.01,21.858963291,6.32492,114.63,5923.0,2.06
K06655.01,1.559360638,5.4458,94.2,7002.0,1.488
K07051.01,0.772803664,1.368,1.11,4535.0,0.668
K07057.01,0.619303759,6.6038,4.71,7138.0,1.684
K06275.01,1.38607973,8.7,0.6,5261.0,0.768
K06407.01,1.19563447,5.3934,14.94,5583.0,1.413
K06666.01,1.118510435,1.111,0.75,5918.0,0.865
K06800.01,5.077746556,3.1718,54.93,6174.0,1.271
K06801.01,2.00383703,3.473,0.67,6045.0,1.028
K06803.01,2.340534383,4.43017,69.55,6300.0,1.136
K06926.01,0.580724809,1.82,0.75,5989.0,0.933
K06931.01,2.54031121,1.83,1.2,5778.0,0.911
K07059.01,31.973311701,13.2105,272.44,7854.0,3.462
K07061.01,1.371587993,12.901,4.91,7045.0,1.604
K07198.01,0.953299962,1.69478,35.67,6183.0,1.02
K07327.01,17.9908273,1.436,1.88,4918.0,0.752
K07458.01,0.527678272,2.33166,75.31,5321.0,1.475
K07461.01,65.4317194,12.2384,59.22,6201.0,1.04
K06283.01,15.926632768,7.42888,57.95,5496.0,0.917
K06284.01,0.958116585,2.3496,49.16,6032.0,1.365
K06411.01,61.25964956,12.1777,54.72,5912.0,0.889
K06413.01,374.318792,5.96,243.21,5997.0,0.815
K06415.01,0.62927655,0.9698,4.64,5628.0,0.976
K06417.01,0.751408792,2.2974,41.48,5697.0,0.903
K06418.01,0.866344816,1.9188,6.85,4936.0,4.527
K06540.01,0.550509602,1.1836,5.02,4891.0,4.529
K06670.01,0.94895231,3.952,2.51,6661.0,3.067
K06671.01,11.702203927,2.75173,57.95,6148.0,2.133
K06677.01,8.144135648,8.88876,56.52,7605.0,1.862
K06936.01,1.258274109,1.92467,25.98,4937.0,0.587
K06941.01,1.92730001,18.812,45.99,6057.0,1.11
K07068.01,48.79936881,8.80873,67.36,6170.0,0.992
K07075.01,19.35954117,12.8464,101.44,6198.0,1.567
K07202.01,3.5565617,6.691,0.52,4964.0,0.633
K07467.01,7.20558084,2.997,1.33,6002.0,1.693
K06543.01,0.756511623,2.81832,77.4,6343.0,1.417
K06550.01,1.288046428,3.637,2.18,5216.0,3.871
K06679.01,6.091954982,3.60482,26.96,6063.0,0.913
K06680.01,5.52507406,2.565,0.8,5600.0,1.037
K06812.01,0.56678702,3.074,0.27,6045.0,0.999
K06816.01,0.615787196,3.067,3.5,6315.0,3.075
K06942.01,1.025534511,3.52048,43.68,6267.0,0.919
K06943.01,7.64941291,6.56935,53.4,6387.0,1.076
K07079.01,18.778162159,8.1018,127.57,6794.0,1.71
K07213.01,0.379412331,1.561,1.59,4331.0,0.666
K07216.01,0.646523404,3.917,0.85,7257.0,1.631
K06301.01,50.271927,6.073,2.94,6520.0,1.215
K07879.01,128.208643,2.745,6.15,7128.0,3.811
K06556.01,3.735993484,17.4877,571.07,5467.0,4.055
K06686.01,1.25338826,3.828,0.64,5869.0,0.942
K06954.01,6.613671,4.211,0.91,6056.0,1.597
K07218.01,0.51811818,0.3969,1.09,6240.0,0.929
K07352.01,2.41349123,11.29,2.11,6628.0,2.595
K07353.01,0.447820618,0.4199,1.42,5927.0,1.607
K07484.01,37.0200232,1.421,2.14,5685.0,0.886
K06306.01,3.693702974,3.37146,62.55,6309.0,1.396
K06309.01,0.730956716,2.097,0.57,6028.0,1.078
K06442.01,1.246585716,4.62051,81.28,6440.0,1.183
K06446.01,1.181046137,2.6923,37.78,5229.0,0.692
K06565.01,4.331392455,3.7278,38.82,5655.0,0.854
K06694.01,5.2436612,11.39,1.1,6598.0,1.145
K06695.01,3.7789374,10.767,0.48,5017.0,0.605
K06699.01,2.49904083,2.651,1.04,5525.0,0.93
K06700.01,1.99567242,3.58,0.75,6773.0,1.69
K06828.01,0.566793818,4.929,1.17,5707.0,0.828
K06829.01,0.566797474,2.708,1.04,6046.0,1.007
K06959.01,2.897829967,3.17788,54.35,6318.0,1.077
K07097.01,1.679585725,7.34648,28.99,4462.0,0.554
K07098.01,5.40346248,7.6494,108.46,6350.0,1.984
K07228.01,7.51514595,3.54486,35.8,5624.0,0.777
K07361.01,0.92623983,1.267,1.16,4494.0,0.591
K07493.01,0.94754848,1.7347,224.79,3246.0,0.2
K07498.01,60.2976774,14.2561,63.57,5995.0,0.977
K01106.03,13.2298203,3.566,1.5,6049.0,1.176
K06313.01,1.70332915,1.663,0.86,5749.0,0.864
K06447.01,1.120997701,11.243,66.58,6720.0,4.845
K06453.01,25.706001174,10.969,67.11,5642.0,0.903
K06574.01,0.61810542,6.666,39.52,5371.0,0.949
K06706.01,534.86668,8.19,4.3,6668.0,1.791
K06709.01,2.2127498,3.054,0.68,6195.0,1.405
K06836.01,2.25353739,5.74622,96.65,6951.0,1.662
K06837.01,17.99646148,4.65638,114.45,5684.0,2.249
K06839.01,0.53482911,0.996,0.54,3229.0,0.201
K07888.01,4.7368156,2.84,0.6,6088.0,1.011
K06973.01,0.503201954,0.167,2.99,6157.0,2.306
K06975.01,53.647084859,19.9499,142.04,5261.0,2.943
K07108.01,8.209514329,4.14104,149.52,6258.0,2.111
K07500.01,0.539445498,2.2821,68.65,6486.0,1.456
K07501.01,20.7106853,42.737,89.55,6956.0,2.888
K07502.01,2.521245368,4.24027,56.59,5605.0,0.854
K01347.02,0.858285844,1.799,0.9,5945.0,1.346
K01427.02,4.88446644,2.057,0.84,3883.0,0.517
K01574.04,8.9772888,4.72,1.79,5597.0,1.699
K01602.02,3.03359398,4.026,1.55,5557.0,1.616
K06327.01,18.839487435,5.62797,45.2,6208.0,1.024
K06577.01,0.618060842,1.892,0.51,5339.0,0.793
K06715.01,0.687772143,2.56725,46.27,5885.0,0.933
K06716.01,0.843651274,2.80468,39.98,5220.0,0.695
K06976.01,28.787257509,13.953,91.26,5154.0,3.981
K06979.01,26.0164225,4.1768,61.04,6287.0,1.28
K07112.01,0.78430061,2.952,1.14,5176.0,0.681
K07117.01,8.2927558,4.784,1.01,6146.0,0.943
K07117.02,22.786522,2.197,1.45,6146.0,0.943
K07118.01,28.027891356,17.3269,31.3,5231.0,0.544
K07243.01,1.33256167,3.743,0.63,4895.0,0.828
K07247.01,1.33258981,3.987,0.67,5309.0,0.763
K07381.01,24.261683827,7.1617,58.48,6151.0,0.983
K07382.01,32.532521502,13.3991,24.35,5845.0,0.838
K07513.01,5.9371708,4.954,1.17,5475.0,0.923
K07514.01,0.577844035,4.291,18.93,5693.0,0.816
K06330.01,3.495457889,6.9796,84.49,8529.0,1.558
K06335.01,0.806277023,7.275,0.89,6122.0,0.996
K06465.01,4.24748886,3.053,1.01,5807.0,0.922
K06466.01,1.000012952,1.221,2.12,5176.0,3.605
K06586.01,12.4257442,29.122,8.43,8691.0,2.193
K06724.01,17.445640466,6.08966,63.46,5759.0,0.945
K07121.01,1.890227354,3.855,42.05,5356.0,0.78
K07122.01,1.387206724,3.82527,103.41,7207.0,1.894
K07251.01,581.0723,15.81,161858.0,5026.0,16.891
K07253.01,3.50474265,8.2852,200.24,7624.0,3.682
K07519.01,25.321698729,4.45367,56.62,6109.0,1.029
K02564.02,17.6637979,6.194,2.98,5734.0,3.405
K06473.01,26.951237675,8.27486,146.33,6675.0,2.747
K07880.01,623.70774,6.688,1.81,6626.0,1.132
K06597.01,74.985292949,6.23451,49.22,5955.0,0.91
K06600.01,2.70581614,6.56,0.69,5992.0,0.961
K06734.01,498.27269,8.92,2.12,5618.0,0.932
K06864.01,0.566789763,4.008,0.4,5799.0,0.758
K06993.01,13.8086331,3.613,1.09,5515.0,0.761
K07260.01,7.09520543,3.69044,50.23,5481.0,0.778
K07262.01,0.50818743,3.433,1.26,7141.0,1.56
K07264.01,19.1644498,3.553,1.83,5877.0,2.234
K07393.01,3.75938475,1.188,3.1,4976.0,2.638
K07526.01,27.308150159,4.43906,47.06,5541.0,0.739
K03348.02,17.7189786,4.102,1.44,5566.0,1.099
K03395.02,5.0395851,4.556,0.78,5912.0,0.924
K06350.01,0.738527259,1.2174,49.08,5869.0,2.313
K06483.01,24.714790706,5.06776,112.24,6300.0,1.862
K06609.01,11.02520205,12.8097,164.02,6047.0,2.3
K06738.01,2.680514453,3.21178,48.86,6038.0,1.076
K06743.01,11.300987626,10.5199,97.12,6143.0,1.448
K07002.01,4.83014159,0.957,1.3,5693.0,0.939
K07269.01,1.400991827,4.8798,98.13,6706.0,1.924
K07273.01,7.448375935,4.23892,34.37,5636.0,0.867
K07409.01,4.446459958,2.558,36.15,5615.0,0.893
K07538.01,1.22775105,1.602,1.0,4551.0,0.56
K07541.01,7.214721393,2.36464,16.79,4705.0,0.552
K06356.01,24.09002065,11.0494,9.39,5354.0,0.804
K06357.01,4.4158933,1.155,1.42,5977.0,1.022
K06490.01,15.039464523,5.39796,51.71,6410.0,1.178
K06492.01,1.05680287,5.748,0.83,5584.0,0.885
K06616.01,53.220416998,17.7344,55.22,5653.0,2.057
K06745.01,383.85362,9.76,2.78,6675.0,1.293
K06750.01,5.21395046,3.188,1.24,5529.0,1.412
K06880.01,552.8295063,16.0851,56.89,5956.0,0.929
K07008.01,7.535894184,8.3059,24.64,4969.0,0.537
K07144.01,0.839907158,1.019,0.92,5120.0,0.853
K07148.01,1.7613778,1.355,2.32,6544.0,1.207
K07149.01,2.537081943,4.80903,67.96,6735.0,1.309
K07151.01,5.61386908,5.07753,34.24,4504.0,0.709
K07281.01,2.46506501,6.218,1.14,6881.0,1.714
K07411.01,1.88912273,4.219,0.59,5413.0,0.754
K00566.02,14.1573717,3.786,1.1,6122.0,0.964
K07606.01,235.2976173,87.013,82.92,4894.0,5.568
K07609.01,36.136968,15.42,1.3,6258.0,1.046
K07619.01,466.08101,23.69,2.13,6098.0,1.59
K05447.02,3.87594316,2.314,0.68,5713.0,0.893
K06447.02,91.649983,10.294,2.27,6705.0,1.608
K01636.02,14.5862195,2.733,1.17,5904.0,0.819
K07542.01,563.94854,15.631,2.55,5853.0,0.868
K07543.01,0.98376204,10.052,12.44,6431.0,5.294
K01829.02,10.3482112,2.089,1.29,5383.0,0.822
K07567.01,608.20572,13.63,1.46,4486.0,0.646
K07578.01,0.566793614,5.723,21.63,3789.0,27.384
K07580.01,0.5667638,1.73,0.75,5766.0,0.94
K07584.01,0.566807725,2.16,0.94,5018.0,1.734
K07585.01,0.566807422,5.148,1.13,5616.0,1.547
K07593.01,67.412998,9.1,1.57,6525.0,1.359
K02939.01,11.258825027,8.9592,87.18,6217.0,1.464
K07911.01,328.0485,13.75,2.22,6268.0,1.1
K07900.01,33.8938177,2.012,1.22,5818.0,0.848
K07908.01,0.532493086,2.145,1.87,6894.0,4.032
K08201.01,392.601892,3.21,2.25,5307.0,0.753
K08098.01,0.505322676,5.2727,46.59,5941.0,0.924
K08102.01,171.046664,2.438,32.31,4932.0,12.048
K08109.01,218.771117,3.201,250.2,3297.0,151.184
K08110.01,375.17737,20.52,3.64,6089.0,1.024
K08216.01,307.94735718,15.0,76.66,4878.0,4.461
K08008.01,0.93378068,3.706,0.63,4938.0,0.753
K08114.01,381.782641,4.52,55.75,6056.0,2.29
K08116.01,235.544698,8.93,2.13,5533.0,1.255
K08219.01,115.28415,11.39,2.05,5780.0,1.0
K08223.01,66.716453,3.855,2.2,5447.0,0.859
K08120.01,366.28999,10.869,68.39,5083.0,12.868
K08121.01,72.6549842,5.503,34.52,6793.0,1.96
K08228.01,384.558321,4.76,14.33,5078.0,3.0
K08019.01,0.93376131,3.747,0.61,5665.0,0.82
K08126.01,429.60143,18.11,2.74,5587.0,0.877
K08234.01,231.157554,8.489,37.37,5386.0,11.839
K08134.01,212.760495,3.703,2.8,7021.0,1.976
K08033.01,362.13187,5.59,2.23,5176.0,0.766
K08036.01,0.786483923,7.035,21.66,6315.0,1.282
K08249.01,309.191789,11.392,1.96,6299.0,1.754
K07929.01,3.04463691,6.656,0.68,6181.0,0.98
K08043.01,10.7781558,3.005,1.24,6386.0,1.123
K08150.01,350.514,19.53,2.22,6382.0,1.5
K08256.01,343.56446,18.94,1.8,5770.0,1.326
K07933.01,20.004714,2.952,0.89,5299.0,0.848
K07940.01,188.881049,1.49,1.86,6077.0,0.999
K08048.01,379.67276,9.662,1.33,6156.0,0.824
K08054.01,43.9088053,6.265,7.33,5216.0,4.303
K08262.01,370.94353,16.64,27.77,5755.0,0.776
K07951.01,0.862329309,1.044,1.09,5806.0,0.899
K07953.01,432.96905,20.76,1.43,5580.0,0.886
K08167.01,259.85736,24.04,1.33,5374.0,0.744
K08279.01,367.0896,28.02,35.3,6268.0,1.1
K08281.01,244.547128,3.59,1.74,5094.0,0.736
K07956.01,1.27228771,2.099,0.63,5044.0,0.686
K07959.01,371.21454,19.4,28.21,5189.0,0.85
K08072.01,134.370692,8.73,1.95,5910.0,0.94
K08282.01,456.55308,4.435,1.48,5678.0,1.298
K08285.01,320.347208,7.159,1.58,6146.0,0.943
K08079.01,0.608074963,0.879,1.15,6309.0,1.044
K07971.01,1.33259003,3.962,0.69,8133.0,1.935
K08085.01,419.2615,21.53,1.7,5979.0,0.975
K08090.01,0.594274521,2.162,8.7,6321.0,1.125
K07984.01,8.5898708,4.806,1.11,5638.0,1.088
1055.01,17.4713078,4.4284819,3.5766828,5783.54,0.974669
1058.01,11.1296441,7.0473822,12.8402271,5785.0,3.4475601
1072.01,12.8379689,9.8464123,25.4886382,5765.0,2.4494
1076.01,2.5495611,2.6173308,12.9171288,5659.0,1.03997
1001.01,1.9316462,3.166,11.2154,7070.0,2.01
1005.01,4.5505945,2.654,7.10841,5613.0,1.09
1018.01,4.95912,2.509,22.9123,5889.0,2.0
1023.01,1.3214483,3.435,21.8839,5050.8,2.99
1028.01,1.01606,2.843,1.20704,4634.0,0.68
1038.01,3.2235985,2.159,5.51341,8904.0,2.17
1128.01,13.5499,1.795,6.24633,6209.0,1.63
1132.01,1.5502952,2.938,3.34528,7851.0,1.86
1080.01,3.9652485,1.0112593,1.2305102,3296.0,0.199988
1088.01,1.15395,2.236,5.48364,6093.0,1.4
1101.01,2.66903,1.548,9.36823,5803.5,1.56
