transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius
3871.01,4.754432,2.147,11.4372,5491.7,0.94
3876.01,6.5846694,2.572,14.5999,5852.0,0.97
4128.01,1.9795413,2.088,4.77367,5275.0,0.92
4130.01,6.269716,3.696,3.86288,4812.0,1.08
4138.01,3.660032,4.7853014,17.5565568,5988.0,1.88626
4373.01,5.9422824,1.911,5.90656,7217.6,1.63
4379.01,3.2535266,5.1881112,16.5212632,6368.0,2.06072
4602.01,3.9813082,3.1,2.36323,6011.9,1.16
4603.01,7.2455997,2.734,14.2395,6169.1,2.68
4609.01,2.6921752,3.246,16.0682,7461.4,1.68
4612.01,4.1137862,5.235,15.0368,6327.0,1.88
4149.01,3.2928068,2.107,11.9432,5037.0,0.91
4155.01,3.3207642,2.487,3.02356,6142.0,0.95
4386.01,2.0134389,1.211,5.85423,8127.0,1.75
4399.01,7.7121208,2.4343481,3.004038,5985.4,1.08958
4618.01,3.7998536,1.8114914,13.2670623,4133.4,0.759375
4626.01,17.4756122,2.895,2.65592,5387.2,0.84
4629.01,714.6970956,5.6919436,2.491011,6324.0,1.12577
463.01,2.53405,1.944,26.5362,6497.8,1.65
3898.01,8.6789911,3.865,11.1545,5693.8,1.12
3899.01,5.2077671,2.369,2.66176,5522.5,0.92
3909.01,3.5115357,3.527,12.81,5490.8,1.35
4163.01,21.5615248,5.73,7.76454,5644.0,1.28
4168.01,29.3821476,2.9371293,14.7329776,6016.0,1.1547199
4400.01,7.0642486,3.6816469,19.7963184,5478.8,1.63563
4406.01,30.083503,3.9858103,12.1275255,5906.5,1.41293
4409.01,92.4918048,6.8943594,7.7703331,4930.5,0.732008
4411.01,13.7748361,4.454,2.67656,6266.98,1.47
4632.01,63.1448519,4.9925509,2.8828549,4152.0,0.702045
3920.01,2.317939,1.676,15.7376,5770.0,1.25
4182.01,27.848697,3.519,2.77036,5399.6,1.56
4183.01,11.7915574,1.6063345,3.2687802,6407.0,1.24512
442.01,4.0520368,1.5605128,4.9523134,3779.0,0.607751
4645.01,5.0872348,8.035,17.9284,8972.0,3.02
4654.01,10.6936683,2.411,12.2512,5820.0,1.14
4656.01,3.439221,1.693,6.2369,5053.0,0.87
3938.01,2.8778095,2.824,7.35828,6131.0,1.05
3943.01,5.5613023,5.64,10.4506,5607.0,2.27
419.01,0.4038426,1.0592218,1.442393,4119.1,0.555
4190.01,15.6062307,3.6444849,2.1494954,5067.0,0.816585
4441.01,4.3745757,4.8649118,18.8478934,7305.0,1.99827
466.01,4.1876154,3.0070217,13.9002369,6675.0,1.23733
3955.01,3.1274951,2.5639391,17.6985303,6457.0,1.41321
3956.01,2.6686464,1.249,12.9106,5227.0,0.9
3959.01,3.8426038,2.022,12.7873,7032.0,1.66
396.01,5.9739124,3.1235464,2.3917735,6308.31,1.2845
396.02,3.58529,2.495,1.77141,6308.31,1.28
396.03,11.2304605,3.6009978,2.0754665,6308.31,1.2845
3960.01,3.2399875,2.749,13.613,5521.0,0.97
4217.01,1.1870337,2.7329029,10.6747149,6325.0,1.15885
4219.01,1.1471548,1.403,3.90118,3901.0,0.75
4446.01,2.4552388,1.7323271,12.9928631,3792.0,0.614823
4447.01,4.1596197,2.4127131,9.3574411,4230.0,0.711036
4450.01,10.6925011,3.491,4.01292,5844.0,1.15
4675.01,3.5779775,1.795,2.15124,3991.0,0.61
4676.01,13.291966,2.48,8.65633,5042.0,0.9
4683.01,3.0929206,2.248,11.6629,5787.4,1.43
3962.01,3.3501179,1.651,17.5987,6238.0,2.57
3972.01,10.511362,3.112,11.935,5908.0,0.92
3977.01,23.2547644,7.935,10.7553,5627.0,0.88
5474.01,8.4332312,8.47,11.5473,5874.0,2.45
5477.01,5.8936518,2.217,8.37476,5508.0,0.82
5481.01,3.9315754,3.427,9.60432,6032.1,1.32
571.01,4.6418435,3.8566772,12.6031793,5743.0,1.41374
5721.01,729.4823472,6.9397715,3.330945,5881.4,1.00725
4968.01,2.2355936,3.8169843,19.1583617,6731.0,1.74519
5237.01,2.9889845,1.858,17.7415,6002.0,1.42
5487.01,4.6549271,4.06,9.1871,5706.0,1.56
5494.01,2.0760349,2.043,4.92939,5386.0,0.96
5729.01,554.4989676,2.9052363,3.8883371,3870.0,0.423548
5735.01,2.1208156,0.8427764,0.837844,3222.0,0.210908
4988.01,2.3696548,1.8925768,21.171114,3986.0,0.697237
4989.01,3.429078,1.795,21.1656,5654.0,1.85
5240.01,4.1793301,5.161,16.1603,7349.0,2.31
5506.01,19.5862903,6.924,19.398,5986.0,1.23
5509.01,5.7656076,2.955,9.12778,5638.4,1.08
5511.01,4.7174703,1.205,5.77392,3628.0,0.51
5749.01,5.4328364,7.38,12.63,6024.0,3.4
5011.01,2.6060495,1.6531467,6.7707607,4471.0,0.78826
5017.01,3.3677179,5.049,12.6215,5575.2,2.3
5258.01,0.5919629,1.0,9.90447,6337.0,1.85
5520.01,14.69808,3.7370696,3.177884,4362.0,0.733789
5520.02,19.4834833,4.6663301,3.5483433,4362.0,0.733789
5521.01,18.5146638,1.337,6.56184,6379.0,1.35
5525.01,2.7521595,0.9607827,1.3820795,3288.0,0.418181
576.01,5.4435354,3.5,7.30242,6313.0,1.25
5763.01,6.9541458,4.077,15.5368,5917.0,1.78
5018.01,6.5859565,1.553,5.98453,6353.0,1.41
5021.01,12.975062,6.124,11.8674,6480.9,1.5
5272.01,5.0135727,4.396,9.19425,5930.0,1.56
5284.01,2.0327015,2.019,21.5462,6555.0,1.86
5285.01,4.3852176,2.188,10.2627,4076.0,0.76
5536.01,3.1479748,2.391,6.17795,6555.0,3.22
554.01,7.0491608,3.5024531,2.8464941,6337.87,1.42717
5037.01,4.1245473,3.4302475,17.7780627,6433.0,1.3291301
5041.01,0.733892,0.9663799,12.8031517,3423.0,0.438708
5043.01,3.8027513,3.148,14.5097,5061.0,0.86
5293.01,2.9304371,1.73,11.8933,3692.0,0.5
5297.01,3.3014986,2.106,11.7342,6311.9,1.53
5300.01,2.2623535,1.958,11.9692,4219.0,0.73
554.02,3.0440441,1.3542885,1.3337425,6337.87,1.42717
5540.01,1.0995742,0.952,9.72799,6040.0,1.51
5541.01,9.0182382,3.199,5.61073,5805.0,0.94
5543.01,3.5424466,2.2308179,3.8362277,5058.0,0.853329
5818.01,2.6052674,4.24521,17.8543699,5916.0,1.66978
5827.01,5.0493049,3.885,15.7942,5821.0,1.76
5828.01,1.1951761,2.4,4.46821,5313.0,0.83
5065.01,19.4921473,3.568,5.50689,6128.0,1.36
5312.01,46.1965072,3.718,8.33656,5397.7,0.91
5557.01,4.0179805,1.1195616,1.1017624,3166.0,0.194357
5568.01,16.2601049,1.602,10.1064,5496.0,1.05
5797.01,2.152163,1.7531966,11.9994427,5147.0,0.85467
5078.01,1.5110224,1.232,1.47339,4595.0,0.68
5081.01,5.1699026,1.972,9.23587,6283.4,1.48
5328.01,5.4886518,6.921,17.6429,6119.8,2.54
5570.01,23.1678315,4.295,9.49037,5120.0,0.88
5580.01,5.2782582,3.379,5.6755,5647.0,1.29
5581.01,33.5383044,3.92217,9.8149834,4947.0,0.794396
5808.01,7.1701672,2.859,2.37279,5707.0,0.94
5341.01,20.6875239,2.57,11.6872,4660.7,0.75
535.01,2.8280391,2.6215943,17.7603707,5675.0,1.0367399
5356.01,3.1948695,3.786,13.3231,6577.4,2.0
559.01,6.9839072,5.076,12.2398,5972.0,1.21
5593.01,4.7974601,5.952,10.4912,6549.4,1.51
5844.01,6.0671557,2.12,6.40583,5737.0,1.36
5846.01,10.5353472,1.098,15.2166,6044.0,1.4
5100.01,3.4532143,2.445241,16.9569136,6028.0,1.3226399
5362.01,13.7279713,3.039,11.6412,6416.5,1.57
5364.01,1.4466879,0.952,12.418,6332.0,4.28
5608.01,6.4424263,2.604,3.14002,4661.0,0.8
4852.01,7.2307407,4.646,13.364,7747.0,1.43
4859.01,7.1878971,3.321,18.372,5144.9,0.97
486.01,1.7447031,1.066,0.591815,3445.0,0.43
5117.01,11.6986928,3.37,3.51877,6247.5,1.16
5123.01,3.2810299,1.9734854,2.5044826,4783.6,0.735345
5123.02,8.4388997,2.5274041,3.0161255,4783.6,0.735345
5126.01,5.4589863,3.39,4.40571,6223.0,1.24
5126.02,17.9051919,4.555,3.00633,6223.0,1.24
5381.01,4.0802864,1.4789165,6.300967,6802.3,2.68185
5616.01,2.0034478,1.285,10.9523,3927.0,0.65
4880.01,3.4717583,3.494,15.0586,6549.0,1.43
5133.01,30.4408598,4.586,7.19468,8158.9,1.58
5135.01,2.0197299,2.563,3.29943,5810.0,1.77
5137.01,3.2092033,0.677,6.33877,5060.5,0.91
5139.01,5.9471027,1.544,7.14437,3859.0,0.6
539.01,0.3096062,1.0298929,1.5526965,4836.0,0.813125
5398.01,10.590923,4.105,11.1189,6017.1,1.05
5398.02,4.7728997,2.906,3.30213,6017.1,1.05
5401.01,6.8291029,9.8781473,12.9127343,9333.0,4.3379302
4886.01,3.251249,2.123,19.6899,6951.0,1.66
4888.01,9.4185437,4.259,8.08768,6243.0,1.58
4894.01,3.5611222,2.736,12.6024,5260.0,1.76
5145.01,7.9177855,3.150639,6.5930786,5322.0,0.840476
5151.01,92.1950434,4.425,16.0082,5643.0,1.0
5407.01,5.4683192,3.251,13.9823,6606.6,1.36
5412.01,0.3828485,0.493,13.7767,6419.6,1.68
5418.01,1.6421819,2.459,2.54445,5627.0,0.79
5419.01,4.8002161,2.439,15.2174,6498.4,1.41
5646.01,2.4277208,3.158,6.0694,5999.3,1.93
5648.01,3.3078803,1.508,9.74504,3571.0,0.51
4914.01,10.5988743,1.638,12.6054,5809.9,1.04
5164.01,8.2669589,3.328,3.44807,5411.1,0.92
5166.01,1.7726881,1.409,1.7148,5502.0,0.89
5423.01,5.7188414,2.2172849,4.2762449,4964.8,0.76036
5423.02,3.3928027,2.2095141,3.7170935,4964.8,0.76036
5428.01,3.0343155,1.664,12.5732,8415.0,2.16
5432.01,2.9525486,2.694,11.4188,5612.0,1.48
5662.01,2.3144207,1.402,2.71343,3687.0,0.62
5664.01,3.8863969,3.906,9.97164,5436.0,1.71
5673.01,2.8386215,2.332647,12.9007751,5878.0,1.02573
4916.01,4.1197036,4.547,9.06392,5848.8,1.79
4925.01,3.9511085,3.436472,15.9780798,5933.0,1.37614
4927.01,0.8166936,1.234,10.8868,5951.0,1.97
5187.01,17.8597459,4.862,6.12838,6263.0,1.3
5443.01,1.6757659,2.248,7.62588,6960.9,1.53
5446.01,4.4977307,3.2573447,13.0442723,6544.0,1.5335
5447.01,1.4958429,1.534,6.70553,5666.0,1.27
5451.01,1.6822448,1.388,12.3028,5534.6,1.1
5685.01,2.3409909,2.5,15.4992,6090.0,1.35
5691.01,3.3894889,2.372,6.16071,5657.3,1.03
4940.01,25.8663869,4.0838781,6.7555369,5418.7,1.17513
4942.01,7.9248476,4.022,7.01304,6274.0,1.22
4945.01,1.6500255,2.937,18.0511,6449.0,1.15
4946.01,1.819376,2.97,11.1303,7567.0,1.53
5194.01,7.0485133,3.543,9.80458,5889.0,1.37
5199.01,3.9131371,1.846,12.4444,3773.0,0.62
5201.01,3.8558229,3.462,17.8128,5704.0,1.48
5202.01,34.6141657,2.66,7.6965,6382.0,1.72
5461.01,7.4603194,2.516,11.8373,6034.1,2.01
4950.01,3.9358604,4.341,12.0264,6975.0,1.8
5212.01,2.4011407,3.6926411,11.6862609,5911.0,1.50878
5216.01,1.8951273,3.518,10.1981,6818.0,2.28
6458.01,9.7831931,3.5873151,2.5360369,6200.93,2.0913501
6712.01,1.8987896,1.926234,2.2042465,6016.28,2.17401
6713.01,2.1538049,1.6541007,0.8814471,4944.24,0.757603
6715.01,2.8618782,2.2839791,3.9033641,4743.0,0.793587
6717.01,0.4707476,0.5009607,1.852907,3254.0,0.219973
6720.01,4.1470359,2.3197694,8.6285404,4247.0,0.775548
5970.01,3.0927432,2.2215324,12.6556708,4713.98,0.750341
6220.01,19.6518502,2.525,8.79457,6359.0,1.56
6223.01,3.8553342,1.895,4.94518,3909.0,0.6
6478.01,1462.2115148,3.105,4.5351,3275.0,0.23
6487.01,14.13519,2.273,9.82212,6466.0,1.54
6488.01,8.0850515,2.817,3.89202,5560.0,1.02
649.01,0.9370901,1.312,9.49947,6779.0,2.43
6491.01,7.5520411,4.338,8.43121,5936.0,1.58
6728.01,24.9636551,5.444,4.53167,6388.0,2.61
6729.01,7.8374554,4.754,2.26966,6289.7,1.86
6729.02,3.8638303,2.992,1.80822,6289.7,1.86
6738.01,3.6234424,4.383,9.13018,5815.0,1.95
5984.01,3.4130781,2.5787928,5.5008027,5410.0,0.865985
599.01,0.82967,1.755,20.1053,6991.1,2.65
5991.01,7.0893162,3.3795425,1.6279088,5983.0,1.24177
6234.01,6.6283182,4.344,9.65916,5528.0,1.35
6245.01,3.2149937,0.7022664,0.9044272,3106.0,0.236457
6497.01,2.1439841,1.793,16.8452,6788.0,1.44
6741.01,5.0061978,3.521,12.4847,6713.0,1.55
6743.01,5.9097139,5.732,18.7334,6508.0,2.14
6003.01,5.8599392,4.0842391,2.9189614,6149.0,1.5092
6250.01,1076.6094165,6.7803831,2.7512261,5848.0,1.08752
6251.01,12.7614706,1.0497761,0.9705763,3376.0,0.269427
6254.01,1.5361137,1.1370302,2.4339573,5317.0,0.885814
6257.01,6.5452014,4.1931124,2.5553163,6353.0,1.31864
6512.01,2.5011016,1.366,15.7428,6421.0,2.25
6518.01,2.1978944,1.619,15.7016,5147.0,2.61
6522.01,4.7383479,1.935,4.7507,5109.0,0.89
6524.01,0.8515408,0.648,16.072,3254.0,0.54
6526.01,14.7478214,2.355,7.68311,5167.0,0.96
6758.01,12.6136992,2.533,2.58082,3719.0,0.56
6759.01,1.318678,1.758,10.1378,5764.0,0.99
6762.01,5.1778752,1.718,11.9282,3599.0,0.66
6769.01,5.6858804,4.185,13.193,5492.0,1.41
6771.01,6.8552506,3.525,11.7073,6847.0,1.96
6773.01,3.272056,3.3,10.5823,5668.0,1.39
6774.01,4.5833112,2.275,9.62957,5853.0,1.39
601.01,3.477756,1.999,11.3342,6221.0,3.1
6014.01,2.5199146,3.7121363,17.7001932,6116.0,1.56419
6016.01,4.0236805,3.71,14.9702,5807.0,1.57
6021.01,2.0319883,3.4937463,17.7163979,6161.0,1.56523
6263.01,3.0178746,2.679,0.930891,4717.0,0.71
6264.01,5.6928845,4.261,3.80626,6610.0,2.47
6273.01,3.052057,3.4817792,13.6453428,5726.0,1.38708
6527.01,5.389491,2.0,14.3807,3493.0,0.67
6532.01,5.4736892,2.699,18.8155,6229.4,1.5
6533.01,2.8656356,3.523,11.1837,8849.0,1.56
6537.01,3.6477926,2.667,3.9626,5005.4,0.98
654.01,1.5275639,1.3727055,2.6103318,3433.0,0.427953
6801.01,1.2245052,1.091,19.6011,4337.4,0.7
603.01,16.1798603,6.495,7.89958,5900.8,1.63
6031.01,2.1499907,3.1026968,20.6364944,6340.0,1.2630399
6032.01,7.3723906,7.8217079,4.8405988,6083.0,2.5524099
6274.01,1.1109316,1.9803068,12.8052345,6498.6,2.3323801
6282.01,12.4751631,3.937,1.56473,6055.0,1.09
6545.01,5.6177467,2.307,5.60938,6315.0,2.48
655.01,0.7888389,1.6416539,16.4131054,5568.0,1.0280499
6558.01,9.5327064,2.55,2.39108,4504.0,0.72
6829.01,23.842,5.577,17.1852,5923.2,1.45
604.01,1.07242,1.996,22.0397,5001.6,7.97
6044.01,2.2538642,1.5107491,2.1962137,5957.0,1.10261
6299.01,4.7089027,0.942,6.86414,4351.7,0.85
6562.01,4.0947485,5.1910541,17.3607607,5983.0,2.1987801
6564.01,3.9854465,4.5181131,16.4220671,5904.0,1.71105
6568.01,17.4368079,4.3786259,18.6840757,6332.0,1.47515
6569.01,5.9337178,1.089,19.9345,3322.0,0.53
6784.01,3.1539313,4.023,15.5528,6610.0,1.7
6789.01,4.2221583,2.921,7.93123,5589.8,1.02
6791.01,18.8224069,1.76,12.5063,5661.0,1.1
6792.01,7.9605908,3.236,5.94344,5081.5,0.85
6060.01,3.3906311,2.344,8.3102,7373.8,3.54
6064.01,15.3058859,3.463,13.4962,6803.6,1.75
6313.01,4.9570983,6.687,15.9349,8120.6,2.62
6314.01,3.1777383,3.922,19.2706,7233.0,2.06
6316.01,3.0057526,3.594,17.9698,7581.0,1.74
6576.01,19.3111424,3.92,9.91342,5850.0,0.92
6578.01,2.7543175,1.471,2.11364,3573.0,0.54
658.01,4.7192734,1.301,7.15211,6521.0,1.6
6588.01,1.7988855,1.415,13.2509,3458.0,0.62
6590.01,7.0911739,5.635,14.5208,5924.0,1.37
6818.01,10.1956949,1.526,7.45333,5791.0,1.21
6820.01,2.014214,1.854,2.55092,5039.0,0.82
6822.01,2.7492112,1.866,10.486,3794.0,0.6
6826.01,6.4375108,2.572,2.10567,5203.0,0.74
6067.01,87.2129046,2.986,2.89746,6236.0,1.22
6069.01,1.6290926,4.6315189,3.94559,5658.0,1.5037
6074.01,12.1324506,1.5751733,1.5690907,5865.0,1.0159301
6075.01,832.9236254,8.6876381,1.7373781,4193.0,0.725064
6077.01,2.2111104,2.1060279,2.9944585,3761.0,0.656735
6599.01,2.2059167,0.9395169,1.0369208,3087.0,0.202097
660.01,9.2897006,5.3589155,11.4812614,6055.0,1.41549
6606.01,2.5354002,1.744,15.299,5526.0,1.34
6842.01,5.3920955,4.2434029,18.2452387,5752.18,1.41933
6857.01,10.0512067,1.763,5.57868,3428.0,0.38
6344.01,3.5297965,3.283,15.5125,5846.0,1.48
6355.01,1.0617107,1.067,5.85456,5589.0,1.06
661.01,4.0860495,4.5420607,13.0323437,6580.0,1.47741
6612.01,2.3207203,1.797,14.0426,4390.0,1.2
6616.01,1.1235117,1.039,12.5587,3505.0,0.58
6618.01,35.7890963,8.6915413,9.2051754,6218.9,1.90288
5848.01,1.5101054,2.993,19.2985,5964.0,1.74
5858.01,7.1476512,3.03,11.017,5287.0,0.94
5861.01,14.3033451,4.769,17.1437,5862.0,1.05
6098.01,2.7297541,1.439,2.11652,5599.3,1.08
6102.01,5.3708293,2.9133817,12.0561316,5878.0,0.986176
6103.01,3.2422424,3.1662519,13.8082328,7069.0,1.30309
6362.01,6.0602101,3.036,11.0384,6252.0,1.22
6368.01,1.6197991,0.95,11.4253,3192.0,0.31
663.01,2.5989031,1.6635706,2.4312854,3719.0,0.512361
663.02,4.6955986,2.1638721,2.6626375,3719.0,0.512361
663.03,7.1024749,2.7542652,1.9895244,3719.0,0.512361
6633.01,6.5479496,2.331,2.28629,4853.5,0.73
5865.01,6.6314176,2.372,10.0835,6044.0,1.75
612.01,0.9136081,1.099,5.5813,7126.0,1.5
6125.01,2.3107907,1.963,12.0547,4767.0,0.86
6373.01,4.9613647,4.318,14.2376,6592.0,1.72
6379.01,1.5057127,0.244,12.1483,4335.0,0.64
6389.01,15.8034785,1.648,14.6849,6039.2,1.49
6649.01,5.9867942,0.904,10.5818,6336.4,1.37
5885.01,4.7264391,3.196,14.0851,6132.0,2.37
589.01,2.5183846,2.1596206,21.1354407,10817.0,5.7888398
6127.01,6.9191027,4.908,11.0925,5922.0,1.72
6143.01,4.0938735,4.537,20.6029,5489.0,1.55
6396.01,8.2100724,1.37,15.5396,6427.0,1.96
6403.01,742.682809,5.052,9.50064,5931.0,0.98
5903.01,2.4707357,1.597,11.779,5869.0,1.53
5904.01,5.6567374,3.223,13.5941,5975.7,1.57
5908.01,2.4515393,3.005,11.6029,7143.0,1.32
5910.01,17.2182695,7.888,8.64247,6330.0,1.29
5915.01,12.5482879,3.396,13.0082,3923.0,0.59
6159.01,4.1846077,1.805,11.2001,5714.9,1.12
6411.01,8.2165446,3.438,7.33005,6114.0,1.09
6415.01,20.8380576,3.561,10.4977,6165.0,1.03
6673.01,19.7468103,7.1658967,2.6201221,6439.2,1.4073499
5917.01,4.0387941,3.537,9.54371,6345.0,1.31
5921.01,5.0114216,4.514,15.3662,6152.0,2.22
5926.01,3.8116176,1.997,7.38288,5430.0,0.89
593.01,13.9086,2.987,37.5946,6333.0,2.29
6176.01,9.6422713,2.946,12.931,4799.0,0.75
6425.01,12.1422411,3.453,11.7961,6716.0,1.83
6431.01,3.5423487,1.35,8.42588,6195.0,1.15
6436.01,6.1879019,2.432,12.4998,5925.5,1.17
5938.01,2.260431,2.098,3.92152,4452.0,0.74
6183.01,8.7311119,4.4,11.1752,6047.0,1.69
6188.01,4.7061119,3.03,4.75935,5660.0,1.0
6444.01,12.2925281,5.394,14.0235,6019.0,1.49
6446.01,4.2240015,1.605,11.5236,3724.0,0.59
6447.01,0.6646521,1.272,9.44803,6256.0,0.97
6448.01,14.8442674,2.748,7.05099,5920.0,0.96
6450.01,3.6092665,2.376,6.6756,4823.0,0.79
6451.01,5.495078,2.962,10.0782,6852.0,1.5
6699.01,5.322002,3.193,3.84201,4716.0,0.75
5951.01,3.1728284,1.777,3.27956,6689.0,1.59
5956.01,0.9292334,0.983716,10.6079914,3207.0,0.485926
5958.01,2.3062125,1.5098977,2.0651033,5816.0,0.963996
596.01,1.5136003,2.4400695,8.3090193,6017.0,2.93328
5964.01,3.9816471,3.247,14.4616,5771.0,1.14
6196.01,3.6119975,4.013,10.1678,5979.0,1.03
6200.01,3.1923193,1.548,13.949,6003.0,1.83
6211.01,10.3473602,2.365,10.117,5672.0,1.14
7470.01,17.9758603,3.3462754,4.7803484,5274.0,0.851795
7480.01,5.084334,5.0844391,13.3526344,5692.5,1.73938
951.01,2.96845,3.707,20.1857,5761.5,1.4
6970.01,11.714447,3.5131822,11.53374,5165.0,0.885629
6978.01,9.1258136,3.173012,0.9704787,4747.13,0.750709
7220.01,7.8365317,2.271,16.9425,6167.0,2.21
7223.01,5.3384038,3.152,13.2522,6250.7,2.1
7228.01,2.9324083,2.758,13.5533,7696.0,1.44
7230.01,4.3041912,2.64,12.2161,4856.0,0.91
7485.01,3.3870505,2.7109339,11.6939337,5113.0,0.85419
7489.01,15.1458746,3.8705032,2.5811442,5018.0,0.740658
963.01,11.1178464,4.5596639,8.8518806,5814.9,1.06616
964.01,0.60274,1.834,11.8344,5146.2,0.83
979.01,1.10578,1.87,7.4741,5650.4,2.62
6983.01,31.1571613,5.9839922,2.6946338,6317.08,1.3783
6986.01,1.2117417,1.046,12.6463,3521.0,0.66
6990.01,1.5829358,1.64,8.45955,6047.9,0.81
7238.01,3.930467,2.281,12.1575,4913.0,0.91
7245.01,1.6877647,2.189,5.76677,6599.0,1.44
7248.01,3.8148598,1.404,12.6261,6425.6,1.39
725.01,0.9889446,1.681,7.2993,6173.3,1.5
7497.01,5.2913602,3.5122145,11.5220414,5555.0,1.03676
7498.01,2.789278,4.127423,17.4465908,5880.0,1.6373301
7502.01,3.1052319,2.8083392,15.7747887,6297.0,1.29988
990.01,4.587386,4.36,10.6337,8388.0,1.86
997.01,8.4134856,3.5568334,20.5106959,5786.0,0.926261
6997.01,16.179367,3.903,10.3462,5576.0,1.07
7007.01,1.5342604,3.271,6.09992,8194.0,1.7
7255.01,1.6831237,1.382,10.0219,6264.0,2.0
726.01,0.46132,1.32,1.89253,6629.0,1.21
7261.01,2.3273503,1.74,13.0392,5957.0,1.31
7269.01,11.656295,2.665,2.94972,4004.0,0.66
7011.01,19.394038,4.082,10.5887,5493.0,1.08
7016.01,1.598803,2.438,15.4905,9488.0,1.32
7018.01,20.3158735,5.276,17.8657,5725.0,0.91
7026.01,65.5580424,4.167,5.53264,4340.0,0.74
7272.01,7.5801393,5.019,11.334,5860.0,2.16
7038.01,8.6000492,3.059,3.12511,6920.0,1.42
7299.01,2.7299474,1.104,9.63983,5289.0,0.95
7300.01,0.6439909,0.645,12.6159,5225.0,0.66
788.01,6.4872362,2.5986372,3.2602447,4997.0,2.56864
7043.01,17.3840061,3.932,1.69425,5228.2,0.82
7051.01,4.9131459,1.25,7.84064,5999.0,1.12
7054.01,14.7595601,5.5790065,7.3454534,4708.0,0.569838
7059.01,4.4626647,3.0802705,13.3934403,7587.0,1.3951401
7323.01,4.776694,1.706,4.23234,5625.0,1.07
802.01,3.693916,1.7264201,0.6501353,5235.78,0.74982
810.01,28.3057042,4.8265036,2.7465985,5704.59,1.40065
810.02,90.8479191,11.1179142,2.6152426,5704.59,1.40065
7076.01,3.4747684,3.054,16.2878,6572.0,1.65
7082.01,2.253174,1.118,11.9013,3340.0,0.33
7348.01,3.3390124,0.433,8.75979,4436.0,0.75
7352.01,4.0662367,3.721,10.981,5689.0,1.49
7353.01,6.2157513,3.295,10.0556,6015.2,1.65
816.01,1.55747,2.714,3.80336,4146.6,0.62
817.01,1.10223,2.598,7.4694027,8747.0,2.23767
820.01,3.752062,3.680056,14.937131,6300.0,1.48
7357.01,60.3541599,6.682,6.66479,5658.0,1.06
840.01,3.7993182,2.302,8.54839,5318.0,0.97
841.01,3.4934316,1.453,11.4663,5153.0,0.9
6859.01,9.6804752,3.922,11.5702,5622.0,1.16
6871.01,12.4652143,3.635,2.51956,5647.1,0.88
7110.01,8.8182594,2.169,13.1872,6052.0,1.84
7111.01,7.0634276,2.056,11.2092,6354.0,1.34
7119.01,2.5933417,3.253,15.3451,6258.1,1.57
7376.01,7.4861705,2.425,11.6489,5658.0,1.11
846.01,14.20489,4.924,12.4595,6316.3,1.21
857.01,3.9080236,3.292,15.1385,6143.0,1.63
860.01,6.4535152,2.202,19.7517,5906.0,1.58
861.01,6.7391601,2.537,30.8876,10341.0,3.39
6877.01,33.5920255,6.385,9.88421,5468.0,0.91
6881.01,1.9769396,3.021,15.8982,6440.5,1.65
6889.01,10.5465818,3.4172956,18.8533824,5726.0,1.0922101
689.01,1.66402,3.397,7.65443,4841.3,0.78
713.01,35.9993588,4.1814011,2.2253394,4316.7,0.651075
713.02,1.8715209,1.0213466,1.0618157,4316.7,0.651075
7387.01,9.0856617,2.9738059,12.2780704,5999.0,1.41459
739.01,9.0150439,1.6002059,12.2284921,6083.61,1.1584001
7395.01,125.8659048,9.1490581,11.5595833,5968.88,1.0645
7142.01,6.5433068,3.114,16.0666,5295.0,1.07
715.01,19.2879579,2.1841643,1.7145308,3075.0,0.229824
7409.01,2.6800806,1.828,13.7764,6164.0,1.69
7411.01,3.1551543,2.97,11.3807,5808.3,1.5
884.01,2.7809,1.803,56.3202,11246.0,5.45
894.01,4.3433389,4.514,24.4433,9900.0,3.83
6906.01,3.4770171,2.5101218,11.8571021,5225.91,0.84127
6910.01,2.5139302,2.9912384,12.9860395,5585.0,1.10185
6916.01,3.9155539,3.72,16.5322,6285.0,1.62
7153.01,27.6174987,4.509,3.92928,5469.0,0.9
7424.01,3.1271505,2.492,6.0926,5414.0,0.91
7428.01,3.1467998,2.128,4.88984,5525.0,0.78
7431.01,1.1919382,1.404,9.57462,5858.0,1.87
896.01,3.52985,1.907,3.20773,6627.0,1.37
6925.01,5.9785287,2.481,13.9371,3674.0,0.59
6929.01,719.5740937,2.942,10.9394,4854.0,0.78
6932.01,8.9533044,5.747,11.7455,5808.0,1.46
6933.01,9.765482,5.01,12.1312,5887.0,2.35
7173.01,0.6257352,0.8361985,9.1590642,3718.0,0.593043
718.01,12.8650769,3.979,1.90058,5031.0,0.81
7184.01,1.1976555,1.257,1.53572,5598.9,0.91
7436.01,4.0616142,2.202,13.9054,6525.0,3.26
7444.01,5.885604,1.87,18.5216,6294.0,2.72
7448.01,5.0458476,4.594,16.1953,5959.0,1.7
7452.01,3.0493323,2.079,10.8517,6336.0,1.84
914.01,2.3374921,2.279,4.00659,5963.4,1.54
7186.01,1.7024504,2.913,16.0263,6026.0,2.0
7193.01,5.4934218,3.658,17.1065,6028.0,1.25
7454.01,3.1733972,3.857,17.95,6227.0,2.23
935.01,2.23294,2.032,15.959056,4814.0,0.804149
936.01,7.936533,1.8486897,7.76368,4320.0,0.85
