transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius,ra,dec,source,isPlanet
1763.01,3.797872,1.0636976,1.9296055,3520.0,0.472869,259.564164,74.302721,TESS,1
1767.01,4.3532339,3.869,16.2509,5914.0,1.59,140.102965,33.882329,TESS,1
1774.01,16.7100422,5.4004652,2.7396616,5853.7,1.09271,148.161931,35.111008,TESS,1
1775.01,10.2405483,3.538,8.69623,5251.0,0.84,150.115101,39.457751,TESS,1
1782.01,4.9877056,2.2769107,2.4703077,4336.0,0.668693,213.078772,74.411791,TESS,1
1782.02,1.8290294,1.6679098,2.1268375,4336.0,0.668693,213.078772,74.411791,TESS,1
1782.03,18.7559765,2.5550705,2.9737536,4336.0,0.668693,213.078772,74.411791,TESS,1
1846.01,3.9306746,1.4305142,1.7902006,3512.0,0.411452,257.954965,54.527848,TESS,1
185.01,0.9414525,2.05,15.342,6400.0,1.35,24.354462,-45.677794,TESS,1
1809.01,4.6170519,3.555,12.4681,5797.0,1.11,183.36604,23.055687,TESS,1
1827.01,1.467119,1.0069313,1.3241394,3297.0,0.331472,191.981531,9.749418,TESS,1
1829.01,6.2895835,3.044,15.9901,5565.0,1.02,290.877426,78.754217,TESS,1
1835.01,5.6419598,3.0871502,1.8245844,5297.0,0.782479,189.839224,20.027338,TESS,1
2404.01,20.362741,4.5890238,4.2523478,6142.0,1.18003,98.442149,-74.190098,TESS,1
2404.02,74.6068965,4.8874071,9.1295659,6142.0,1.18003,98.442149,-74.190098,TESS,0
2404.03,74.6065192,3.6758167,9.5163991,6142.0,1.18003,98.442149,-74.190098,TESS,0
2640.01,0.9112206,2.003082,7.3931803,2999.0,0.274907,150.273202,-52.435796,TESS,1
2642.01,3.0652926,2.606,13.3524,6229.0,1.22,166.3188,-34.122745,TESS,1
1966.01,0.6227257,1.0110042,6.3159749,6390.7,2.30849,209.982525,-43.327316,TESS,1
2192.01,6.2643442,3.8202596,11.6261491,5262.0,1.12916,353.281713,-76.819155,TESS,1
2657.01,2.7985528,2.459,12.3741,5416.0,1.09,50.902882,-40.211208,TESS,1
267.01,5.7525797,5.4071598,12.7442838,6180.0,1.70927,39.897669,-50.008193,TESS,1
1981.01,2.4763492,3.593,4.72716,8749.3,2.14,155.59062,-63.65462,TESS,1
2195.01,4.164514,2.0579197,8.9598265,5101.7,0.933443,34.840097,-72.708894,TESS,1
2196.01,1.1953968,1.5752293,3.5030245,5728.0,1.02917,312.340074,-70.485072,TESS,1
2200.01,2.9360281,2.118,7.18912,4983.6,0.83,98.783507,-72.456778,TESS,1
2201.01,1.3477642,1.112,6.61528,6252.0,1.47,316.66971,-57.577978,TESS,1
2208.01,0.6743453,0.9010413,12.4716613,3228.0,0.321846,65.528812,-61.36859,TESS,1
2427.01,1.30613,0.634,1.99844,4072.0,0.68,52.291732,-31.362867,TESS,1
2441.01,12.8900899,2.5413229,2.9698317,3478.0,0.46769,91.410152,-51.679614,TESS,1
2678.01,3.4523955,1.624,10.2673,5614.0,0.94,79.671516,-44.466494,TESS,1
2682.01,2.5981987,1.412,11.5397,5516.0,0.93,52.705622,-49.715496,TESS,1
2683.01,1.5292851,1.167,12.6875,6295.5,2.21,76.314156,-42.128668,TESS,1
2219.01,10.1688722,4.3884108,12.8424534,5161.7,1.3986,107.819578,-78.238464,TESS,1
2441.02,5.5514857,2.0186927,2.0319062,3478.0,0.46769,91.410152,-51.679614,TESS,1
269.01,3.6977167,0.9308263,2.942044,3607.0,0.397924,75.846283,-54.177721,TESS,1
2697.01,4.3169755,4.523,10.9284,5683.0,1.61,80.658108,-20.654114,TESS,1
2005.01,17.3057923,4.1729767,12.4978402,6995.5,2.2275901,164.031654,-43.376697,TESS,1
2013.01,2.6162769,1.134893,1.0972867,3352.0,0.325635,239.577568,35.408114,TESS,1
2228.01,3.36296,2.594,2.69668,5420.0,0.9,289.018075,-46.480756,TESS,0
223.01,14.445918,1.533311,3.290507,5063.0,0.87237,339.677571,-25.631849,TESS,0
2236.01,3.5315897,2.689,14.2116,6209.0,1.62,20.166011,-86.979965,TESS,1
2459.01,19.1047019,3.2516728,2.9365337,4195.0,0.675093,82.143332,-39.373046,TESS,1
2462.01,12.8643168,4.7778345,17.4453322,5365.0,1.82733,77.314465,-5.557409,TESS,1
2466.01,2.6266983,4.087,18.7969,6475.0,1.77,76.867332,16.867695,TESS,1
2710.01,10.7448417,3.298,11.9772,4701.0,0.63,82.349235,-23.761849,TESS,1
2016.01,6.8161105,2.718,2.98458,5175.0,0.84,246.797267,42.687767,TESS,1
2016.02,2.4590369,1.862,2.74738,5175.0,0.84,246.797267,42.687767,TESS,1
2016.03,25.3369848,3.214,3.23582,5175.0,0.84,246.797267,42.687767,TESS,1
2019.01,15.3468182,6.425,3.99579,5588.0,1.8,234.431765,48.955206,TESS,1
2253.01,85.4244796,3.6658465,4.4208054,5697.0,1.29609,276.868143,73.264575,TESS,0
2254.01,26.4579842,3.372,2.90965,5706.0,1.37,275.393588,62.369002,TESS,1
2471.01,6.5857043,2.777,13.2476,5908.4,2.88,66.514805,-12.51168,TESS,1
2473.01,1.2311781,2.756,17.567,6589.1,1.53,74.374979,10.416737,TESS,1
2480.01,11.3543085,3.414,9.40688,6421.0,1.92,75.174905,-34.815988,TESS,0
2758.01,4.5302876,2.713,12.3919,4693.0,0.81,104.240485,-16.746469,TESS,1
2041.01,1.37477,1.601,3.0101,5825.0,1.02,19.234846,62.35169,TESS,0
2043.01,12.0135752,4.274,3.7307,6178.0,1.23,0.977557,59.334681,TESS,1
2257.01,35.1896444,3.3254029,2.2253696,3446.0,0.326932,194.739614,77.661716,TESS,1
2259.01,16.5899263,2.1573675,5.4428798,6690.0,1.7449,244.5642,42.62706,TESS,1
2261.01,1.9011452,1.6128566,5.7647423,5392.0,0.986402,284.022679,70.25412,TESS,1
2269.01,1.4206036,1.6483243,1.1974247,3872.0,0.548484,264.147896,77.126216,TESS,0
2734.01,4.5879078,3.464,5.59491,5785.0,1.25,85.826619,-40.383532,TESS,1
2046.01,1.4971447,2.4024159,16.2528494,6081.0,1.2431901,16.184942,74.331306,TESS,1
2061.01,1.45655,1.51,1.83776,4475.0,0.7,4.747716,56.367066,TESS,0
2269.02,2.8411415,1.174,1.42162,3872.0,0.55,264.147896,77.126216,TESS,1
2269.03,10.4029111,1.3721731,1.8465904,3872.0,0.548484,264.147896,77.126216,TESS,1
2274.01,2.6796164,0.9028948,1.8334769,3943.0,0.63072,277.459311,40.541412,TESS,1
2274.02,1.1188024,1.119,1.44009,3943.0,0.63,277.459311,40.541412,TESS,1
2275.01,20.1546939,1.3244754,2.3244125,4863.0,0.712388,234.512299,69.017531,TESS,1
2278.01,1.4663344,0.447,1.87124,3412.0,0.32,289.513338,56.236779,TESS,1
2500.01,2.955314,3.031,13.1598,7837.0,1.58,96.69897,8.200979,TESS,1
2505.01,2.8972041,1.958,4.096,5879.0,1.55,95.486535,-11.541394,TESS,1
2513.01,2.5577037,2.577,3.9587,6039.0,1.7,94.027709,-21.279477,TESS,1
274.01,0.5417947,1.1716379,2.8738733,5181.0,0.807298,130.505379,-75.801869,TESS,0
2067.01,8.8128067,2.325,2.33219,5491.0,0.88,167.865299,71.540754,TESS,1
2287.01,11.8120707,3.3324162,1.7481305,6037.0,1.20105,222.75079,85.895391,TESS,1
229.01,3.1260778,1.7185367,10.9257115,5100.0,0.874706,5.237757,-35.998465,TESS,1
2291.01,9.405877,1.5560322,1.977596,3869.0,0.475701,304.299053,65.871559,TESS,1
2292.01,7.0767314,2.444,2.4422,5781.0,1.0,304.266636,65.153844,TESS,1
2520.01,2.0944084,4.133,1.39836,5298.0,0.77,106.841463,-11.436773,TESS,1
2527.01,2.3018922,3.706,12.146,6919.0,3.45,136.653301,-50.48045,TESS,1
2786.01,3.7576217,4.483,16.0563,5605.0,1.89,88.908628,1.167967,TESS,1
2788.01,4.0646554,2.813,8.30577,5647.0,0.93,99.631107,-49.444946,TESS,1
2083.01,17.969639,4.238817,3.0570342,4410.0,0.767286,284.767733,60.154455,TESS,1
2086.01,41.7540004,4.491,2.75297,5337.0,0.91,285.921685,65.785672,TESS,1
2086.02,20.261655,2.9685197,2.4206095,5337.0,0.914083,285.921685,65.785672,TESS,1
2301.01,6.0541622,4.592,4.01623,6187.0,1.61,228.568622,51.468846,TESS,1
2306.01,2.9905745,2.0941681,13.2344892,5535.6,1.10305,324.800775,-44.375271,TESS,1
2541.01,1.4118418,2.702,8.14924,7839.6,3.52,80.508824,-25.722355,TESS,1
1854.01,2.5267353,2.2654363,12.697976,4836.0,0.871731,206.845428,19.758454,TESS,1
1861.01,742.5142746,6.5744451,11.1888239,5490.0,1.06113,130.80013,-83.061258,TESS,1
2090.01,230.92212,15.8602661,3.6785805,6395.0,2.1204,276.394048,64.636881,TESS,1
2093.01,53.8108713,4.2655099,2.2249096,4455.0,0.730261,302.737523,70.869653,TESS,1
2094.01,18.7931749,1.09889,1.7151271,3457.0,0.376775,254.142533,70.027316,TESS,1
2547.01,2.3114203,2.7479753,13.1879107,5785.79,1.07008,133.324298,8.523017,TESS,1
2551.01,5.436841,2.335,7.79881,7980.0,1.49,112.515604,-11.79048,TESS,1
2555.01,16.0475029,3.334,19.3344,6337.5,1.6,123.488475,-24.7173,TESS,0
1871.01,3.40612,1.714,8.60495,5955.3,1.67,251.235703,77.344038,TESS,0
1872.01,2.2349708,2.016,11.1799,6305.2,1.57,296.257303,64.791904,TESS,1
1877.01,3.801591,2.752,14.4297,6051.0,1.01,249.519983,77.756401,TESS,0
2100.01,23.6573994,2.308778,3.0681221,5535.0,0.846615,205.59347,76.647981,TESS,1
2331.01,4.7150942,2.436,7.48939,3798.0,0.57,62.671535,-32.99244,TESS,1
2560.01,3.5511203,2.634,13.8379,5321.0,0.98,332.759205,-27.295719,TESS,1
2564.01,3.7257237,2.38162,11.5792771,5698.0,1.1429501,123.272901,9.447684,TESS,1
2573.01,4.5815438,3.367,15.1889,5525.0,1.07,336.709476,-39.789358,TESS,1
1880.01,1.7263781,1.7874582,8.0540139,3631.4,0.556058,182.726187,-75.13193,TESS,1
2109.01,0.67249,1.801,15.7288,6647.0,1.7,253.186297,16.579915,TESS,1
2338.01,22.6539607,3.468,12.2765,5523.0,1.12,81.344582,-34.668249,TESS,1
2576.01,3.8229149,3.171,13.5313,6166.4,1.21,83.653961,30.406374,TESS,1
2579.01,3.7146478,3.835,15.2308,5783.0,1.32,157.412341,70.527083,TESS,1
2585.01,4.0266483,2.312,1.90189,5276.5,0.78,132.541715,-2.979643,TESS,0
2587.01,5.4566563,3.783,10.9408,5674.8,1.72,115.93171,-1.073333,TESS,1
2588.01,3.587158,1.23,10.0104,6495.7,1.75,109.05005,-45.214851,TESS,1
1898.01,45.5221456,4.3839392,9.7055757,6303.91,1.61034,144.5553,23.546746,TESS,1
1904.01,4.3247708,4.267,17.0257,6457.0,2.13,180.165072,-45.799456,TESS,1
1906.01,9.6246665,4.297,12.3182,5473.0,1.2,168.292908,-17.657779,TESS,1
1907.01,5.4774433,5.277,20.3433,6942.0,2.09,199.433742,-47.237575,TESS,1
2123.01,10.3088514,3.8012836,4.0217464,5432.0,0.843702,243.940883,17.023904,TESS,1
2126.01,1.306188,1.4177746,16.758883,5489.0,0.820181,268.029111,37.546327,TESS,1
2357.01,7.0924883,2.869,12.2608,6493.0,1.58,197.200536,-31.499464,TESS,1
2358.01,1.1258127,0.374,13.1558,6423.0,1.24,196.285834,-31.985378,TESS,0
2362.01,6.9444047,2.7056073,13.4708551,6104.5,1.41945,34.954262,-62.503817,TESS,1
2591.01,8.493027,3.733,20.982,6287.0,1.41,98.024193,11.852283,TESS,0
2594.01,2.682814,0.987,23.5198,8528.0,5.28,91.216391,8.365173,TESS,1
2607.01,2.2338786,3.0400001,3.1159001,6422.3,1.65992,86.018583,-59.946092,TESS,0
1914.01,4.1933422,1.8220996,11.5425702,6405.0,1.6277601,103.517356,-27.050416,TESS,1
1922.01,4.5768651,3.5592795,19.1571223,6687.0,1.78295,112.419225,-29.937916,TESS,1
214.01,18.5537012,3.438,1.57606,5346.2,0.8,99.458741,-70.931327,TESS,1
214.02,9.695961,2.772,0.808552,5346.2,0.8,99.458741,-70.931327,TESS,1
2142.01,9.3004351,2.3510062,1.5550304,3472.0,0.363966,267.046624,15.980109,TESS,1
2146.01,5.8924856,3.134,17.4655,7272.0,2.13,269.989998,29.655175,TESS,0
2370.01,12.6826724,3.827,5.24953,5851.0,1.04,132.898822,-16.386277,TESS,1
2372.01,1.1792344,1.7572263,26.9739777,6127.1,2.6058199,144.040606,-24.751118,TESS,0
2373.01,13.3368173,4.384,11.2448,5517.0,1.2,61.68622,-16.755755,TESS,1
2380.01,5.2153618,5.5895721,17.7519701,6067.2,2.3901401,0.325761,-8.926251,TESS,1
2382.01,4.6612025,2.1408549,12.7709747,5884.5,1.52373,356.375185,-16.114124,TESS,1
261.01,3.3639254,3.3430495,3.0449863,5890.3,1.28018,15.218141,-24.423993,TESS,1
261.02,13.0393586,4.9218325,3.3482223,5890.3,1.31383,15.218141,-24.423993,TESS,1
2618.01,8.2500143,3.317,11.8684,7386.5,1.59,67.774353,-68.033517,TESS,1
1924.01,2.8240691,3.808,17.7861,8004.2,1.84,147.580067,-66.113925,TESS,1
193.01,0.7920646,0.466,12.9674,5422.0,0.98,358.668877,-37.628224,TESS,1
1937.01,0.9466787,1.09,14.6661,5707.0,1.07,116.370721,-52.383259,TESS,1
2152.01,3.3772835,3.6434514,15.3058361,6688.0,1.73235,26.338972,77.790123,TESS,1
2158.01,8.6007557,3.304,10.7988,5389.0,1.5,276.810053,20.526887,TESS,1
2162.01,12.9773004,4.391,7.75284,6610.0,1.66,291.524023,58.510182,TESS,0
2164.01,1.09333,1.975,12.2642,5274.0,3.39,277.907741,13.897884,TESS,0
2385.01,3.1581288,2.3951941,13.5726225,4367.6,1.02417,26.965078,-61.686758,TESS,1
239.01,4.1567834,3.9413609,9.8517709,6362.5,1.38831,358.408479,-10.118118,TESS,1
2391.01,7.8369842,6.8077198,21.4721115,5774.8,1.75826,10.162056,-60.880424,TESS,1
195.01,2.0727598,2.619,14.2954,5640.0,1.13,24.605139,-55.772001,TESS,1
2172.01,1.78252,2.729,18.6528,5085.0,3.7,273.702683,37.629995,TESS,0
3444.01,2.7188122,2.182,16.9807,6531.0,1.48,241.287509,-46.565649,TESS,1
3453.01,4.3618031,4.9,12.1596,6126.0,2.21,188.912112,-72.681973,TESS,1
3712.01,1.5224706,1.3423331,7.53174,4654.3,0.8,89.243696,36.358115,TESS,1
2908.01,5.4631023,4.067,5.85793,6788.0,1.06,135.94385,-39.21708,TESS,1
2916.01,3.9216762,2.075,13.1754,6706.0,0.96,140.683121,-45.092394,TESS,1
292.01,10.3688702,2.4885919,9.6582457,4463.0,0.789514,14.714189,-36.688474,TESS,1
3185.01,3.5601365,2.824,14.1499,6762.0,1.93,200.003563,-47.707563,TESS,1
3188.01,1.5659063,1.169,18.7417,6356.0,1.6,147.149005,-64.564647,TESS,1
3461.01,11.4483792,4.824,10.4552,6175.0,1.28,192.997679,-71.601209,TESS,1
3477.01,3.3626798,3.771,14.2118,6165.0,1.39,247.673739,-65.228893,TESS,1
3740.01,2.0449361,2.732,21.3235,6247.6,1.22,81.57825,47.073781,TESS,0
2928.01,2.8457134,3.189,10.8106,6910.0,1.3,144.684864,-43.027284,TESS,1
2934.01,1.1239749,1.011,5.17993,6220.0,0.95,132.464537,-43.285817,TESS,1
2936.01,1.3328042,2.75,7.33432,6561.0,1.67,147.853628,-25.593913,TESS,0
348.01,0.4947938,0.9449038,8.7665514,5879.0,1.5121,1.583584,-30.336391,TESS,1
3482.01,0.9714298,1.251,8.81333,6495.0,2.18,236.542661,-43.368223,TESS,0
375.01,9.4546478,10.2947735,12.7656513,5001.6,3.2739301,47.149903,-77.383328,TESS,1
3754.01,2.5312823,4.428,11.7709,6170.0,2.98,46.934208,62.39968,TESS,1
3755.01,5.5455798,3.1170996,10.3353813,5354.0,1.07607,69.747261,66.671209,TESS,1
2943.01,0.7123317,0.752,13.7901,4728.0,0.98,138.829697,-37.410488,TESS,1
2950.01,3.2690486,3.666,12.349,6368.0,1.55,133.789047,-65.572667,TESS,1
3226.01,2.3720554,3.366,7.05055,4668.0,1.11,170.310352,-66.172341,TESS,1
323.01,2.7723915,1.8223369,6.3703129,4558.0,0.775641,8.20273,-32.059418,TESS,1
3495.01,8.4130034,2.5601309,4.3741604,6529.0,1.92409,187.429331,-58.24013,TESS,1
3497.01,4.218076,3.5060865,10.0080468,5780.0,1.0,186.787304,-48.978411,TESS,1
377.01,1.55028,1.571,14.723,5039.5,0.87,348.039774,-45.017093,TESS,0
296.01,25.2580075,3.7100519,8.7026468,5290.0,0.946086,353.105143,-45.909568,TESS,1
2961.01,4.6259138,2.91,14.9419,7388.0,1.44,156.12964,-49.765876,TESS,1
2966.01,1.5252473,2.343,9.59771,5698.0,2.44,150.73136,-48.628391,TESS,1
3247.01,5.3305676,2.887,15.5434,6076.0,2.01,216.219416,-38.014361,TESS,1
3249.01,3.2420704,2.535,12.4447,5570.7,1.21,219.568388,-40.751081,TESS,1
3514.01,1.5039495,1.857,17.3816,5623.0,0.95,295.556776,32.614099,TESS,1
3517.01,3.3687307,2.645,13.6378,5727.0,1.18,278.705159,44.758806,TESS,1
3518.01,2.9661661,2.068,16.476,5436.0,1.17,288.773993,30.785472,TESS,1
3524.01,3.3418892,2.084,13.4003,4874.0,0.8,301.078777,34.398008,TESS,0
3789.01,4.120004,1.9086349,10.4236143,5497.6,0.902842,115.084361,49.078607,TESS,1
379.01,0.91677,1.337,3.12766,5825.0,1.71,68.891541,-56.138849,TESS,0
2989.01,3.1228396,2.18,13.4539,4262.0,0.77,171.231675,-27.062362,TESS,1
3255.01,2.2458338,1.462,8.19934,4377.0,0.76,214.96711,-28.921092,TESS,1
3264.01,3.3133491,3.881,14.7466,6690.0,1.56,286.481864,-35.815774,TESS,1
327.01,10.0550764,3.3888241,20.5931944,5960.0,1.31971,343.633009,-34.502725,TESS,1
353.01,1.2979921,2.5298876,39.1860336,4965.0,2.63993,24.272371,-46.945342,TESS,1
3539.01,6.0978165,3.402,14.2859,6255.0,1.11,302.078689,48.198605,TESS,1
3541.01,2.5313956,3.128,23.2858,5854.0,1.13,310.121327,25.336895,TESS,0
3832.01,24.0819851,4.032,9.42632,5952.0,1.05,177.702227,75.20337,TESS,1
3835.01,1.3460633,1.829,14.2662,5788.7,1.09,144.395927,28.24536,TESS,1
2995.01,1.6566182,2.847,15.7246,6504.0,1.38,150.061473,-44.016324,TESS,1
2998.01,1.5297119,2.297,9.91839,6683.0,2.05,147.174566,-46.080575,TESS,1
3272.01,3.146714,2.106,12.1786,5197.0,1.37,126.256924,-85.1578,TESS,1
3281.01,9.3108074,5.27,10.1812,6243.0,1.89,286.528834,-38.990524,TESS,1
3286.01,2.0325685,1.312,11.846,4950.0,0.85,293.856895,-38.43229,TESS,1
3545.01,3.1872086,3.4290537,21.2058311,6578.0,1.64157,301.314408,37.349804,TESS,1
3547.01,4.1632657,1.874,17.3522,5145.0,1.34,304.765094,39.595575,TESS,1
3548.01,0.3093954,0.442,15.7244,4769.0,0.73,294.557985,47.783127,TESS,0
3557.01,0.476873,1.135,16.2032,5877.0,3.57,294.487932,46.002151,TESS,0
3559.01,2.5402287,2.3204775,16.3917196,9339.0,1.5968,296.381383,39.959925,TESS,1
3804.01,3.2905683,2.7899266,14.6087971,5689.0,1.06203,134.655352,74.459183,TESS,1
3809.01,3.6346303,2.728,13.6402,5058.0,0.85,100.288738,48.861378,TESS,1
3015.01,4.2745762,4.288,10.7453,6375.0,1.79,138.006878,-61.463614,TESS,1
329.01,5.7042858,4.061264,5.0247868,5560.5,1.61148,351.321095,-15.634631,TESS,1
3295.01,3.4379994,3.855,13.3167,6193.0,1.44,282.011353,-57.545386,TESS,1
3561.01,4.1273472,2.74,20.1447,7795.0,1.44,299.809982,38.393653,TESS,0
3562.01,1.3298469,3.007,6.98364,5791.1,0.81,306.256232,46.923098,TESS,0
3573.01,9.8170028,3.341,12.7271,5994.3,1.49,336.998619,38.28595,TESS,1
3822.01,3.1235179,2.7145235,13.2914966,5376.0,1.04447,104.603337,59.972981,TESS,1
303.01,3.5608112,3.389,10.4972,5659.0,1.47,341.364034,-14.991775,TESS,1
304.01,2.24172,3.989,28.4732,6292.0,1.88,20.494025,-44.416747,TESS,0
3304.01,3.4930546,2.985,13.1021,5986.0,1.42,270.132239,-52.68301,TESS,1
3305.01,2.025289,2.257,12.3405,5297.4,0.86,269.546056,-62.477432,TESS,1
3321.01,3.6525305,4.153,14.7302,5930.0,1.47,265.760335,-65.008252,TESS,1
3577.01,5.2667367,2.788,8.71675,5938.0,1.6,327.095917,48.334399,TESS,1
358.01,9.10326,1.928,26.9344,5467.0,1.21,3.061189,-47.355422,TESS,1
386.01,5.1119781,1.413,10.6694,8562.0,2.67,104.138355,-53.545449,TESS,1
3045.01,2.3304358,3.528,17.6763,7763.0,1.77,156.217054,-69.29013,TESS,1
3046.01,4.1343989,3.051,18.5459,6320.0,1.35,176.928172,-60.068872,TESS,1
3053.01,2.9919962,2.614,13.6621,5247.0,1.01,148.573222,-64.296904,TESS,1
3060.01,0.5465391,1.6114979,9.5365498,6091.0,1.66057,154.513775,-56.787877,TESS,0
3322.01,1.0571733,1.235,12.0066,6307.0,2.53,265.087598,-63.251885,TESS,1
2794.01,4.7654865,4.43,14.441,6151.0,1.85,90.627138,4.150327,TESS,1
280.01,10.1843061,1.7293131,2.4497061,5454.0,0.782681,24.168388,-36.414011,TESS,1
2801.01,5.4139736,2.952,15.5249,5425.0,1.71,85.500078,-31.873186,TESS,1
2807.01,3.9919157,2.938,2.45988,5645.0,1.14,146.114558,-35.104589,TESS,1
3069.01,3.8277062,0.899,7.97984,6610.0,1.18,158.941809,-50.498637,TESS,1
3351.01,4.311529,2.699,15.9679,6777.0,1.57,162.916411,-44.985551,TESS,1
3355.01,15.6600896,4.785,2.14305,6257.0,1.13,79.323673,-59.068391,TESS,1
3610.01,1.7384809,2.6777485,12.9358521,5540.0,1.72093,298.705925,58.301643,TESS,0
3094.01,2.8396238,2.391,12.199,5915.3,1.16,161.433493,-52.538148,TESS,1
3095.01,4.2839945,3.08,9.77904,6022.0,1.03,149.062666,-60.00347,TESS,1
3362.01,18.0953159,2.627,12.0619,6509.8,1.8,155.984143,-56.843117,TESS,1
3365.01,5.3928876,3.8463963,12.0135136,5970.0,1.3179801,146.497112,-46.267641,TESS,1
3642.01,4.084447,1.829,14.1047,5458.0,0.96,45.148251,39.93511,TESS,1
2835.01,2.9646096,2.232,15.291,5306.0,0.88,108.496989,-34.939529,TESS,0
3103.01,4.3437796,2.774,11.8307,6513.0,1.32,149.409755,-51.335534,TESS,1
3105.01,5.3332571,3.102,5.82279,6068.0,1.1,198.803835,-31.368751,TESS,1
3108.01,6.900352,2.452,8.86463,5205.8,0.85,196.472218,-31.791555,TESS,1
3379.01,1.6117444,1.524,6.63491,6056.0,1.14,119.75408,-25.648554,TESS,0
3386.01,0.8855539,1.034,5.05228,6446.0,1.13,114.317625,-36.27316,TESS,1
3388.01,0.845657,1.824,8.90314,4969.9,4.52,113.103262,-38.574805,TESS,0
3646.01,2.1795448,2.523,21.4131,5840.0,1.42,14.672609,57.590065,TESS,1
3648.01,2.923461,3.379,15.738,5858.5,2.4,40.715235,39.578934,TESS,1
3649.01,3.2637419,1.977,13.3617,6016.1,1.42,40.216356,36.107789,TESS,1
3652.01,3.4796904,3.691,16.6632,6841.0,2.97,46.770809,49.010302,TESS,1
2840.01,1.532427,2.351,19.4762,5957.0,1.11,108.649235,-6.835297,TESS,1
2849.01,2.9510628,3.404,13.623,6370.0,1.39,109.412182,-6.372974,TESS,1
2850.01,6.6329154,0.598,7.47324,4608.0,0.88,91.41105,-41.288263,TESS,1
3125.01,6.7565519,3.442,12.7591,5972.0,1.64,223.71844,-29.152093,TESS,1
3396.01,6.4700007,5.6018512,22.0947602,6819.0,1.7676899,127.140149,-34.630225,TESS,1
3403.01,11.2205176,3.7193393,17.0919218,6764.0,1.60322,120.538954,-41.205439,TESS,1
3406.01,2.623354,2.845,16.3338,6437.0,1.69,133.44721,-18.003195,TESS,1
2862.01,11.4874782,4.063,15.5181,5958.0,1.22,93.577763,-42.883675,TESS,1
2868.01,9.3803217,4.508,12.1477,5817.0,1.27,98.965621,-41.56033,TESS,1
3133.01,4.0902788,3.584,13.9755,6130.0,1.95,213.370342,-68.010933,TESS,1
3148.01,4.2814436,0.868,10.6824,5097.8,1.36,146.086848,-79.545167,TESS,1
3416.01,2.3626917,2.938,14.4588,8360.0,1.62,123.261857,-31.320175,TESS,1
3682.01,3.3462671,3.625,12.1727,5501.0,1.91,50.275227,25.297266,TESS,1
3683.01,1.3697115,1.951,20.6045,7321.3,2.15,40.958303,54.780398,TESS,1
3684.01,3.105654,1.999,17.6225,6241.0,1.44,49.792323,27.263332,TESS,0
3689.01,2.4145007,2.272,15.7019,6391.0,1.67,30.367906,48.636524,TESS,1
2876.01,6.2996307,1.918,9.36407,5137.0,0.92,110.247353,-21.114638,TESS,1
3154.01,4.0333818,4.414595,13.1197,6347.3,1.73,162.663087,-60.847019,TESS,1
3162.01,1.5755252,3.5874714,21.7284649,6560.0,2.1970401,190.402872,-65.797305,TESS,1
3164.01,1.7765395,1.258,16.6,6394.0,1.28,202.818012,-48.69895,TESS,0
3165.01,2.5433707,3.2214112,29.0069132,6748.0,1.12503,191.643659,-59.564831,TESS,1
3433.01,2.7765784,2.076,6.07883,4348.2,0.78,135.455975,0.969613,TESS,1
3437.01,4.9873145,2.3425677,12.4458895,6199.0,0.87414,119.412446,-41.241508,TESS,1
3439.01,5.9349921,1.423,13.8526,5320.0,1.13,151.584825,-79.37679,TESS,1
344.01,6.0672187,3.0803438,9.4901642,6149.0,1.0793999,347.053748,-28.007825,TESS,1
3705.01,1.9025032,1.6652986,11.3732439,5464.2,1.02592,75.480167,50.131178,TESS,1
3708.01,7.27299,4.323,13.3662,5400.0,1.13,46.155455,59.356926,TESS,1
2892.01,14.9502738,4.464,15.1651,5068.0,0.79,116.213624,-59.551153,TESS,1
2893.01,10.3629429,3.168,7.36873,5467.0,0.96,113.57776,-56.581794,TESS,1
290.01,21.05271,4.91,36.6999,5736.0,1.73,359.516588,-49.300838,TESS,0
3169.01,4.4814049,1.689,13.8048,6232.0,1.37,188.458725,-50.597457,TESS,1
317.01,3.3262977,2.9439229,14.7729343,5391.0,0.947585,353.540235,-14.860039,TESS,1
4462.01,4.9133022,5.159,9.33912,5918.0,2.06,274.669941,36.254856,TESS,1
4466.01,5.0141991,4.5606871,13.4911728,6669.0,1.69675,299.097517,43.497585,TESS,1
4698.01,4.2333233,2.325,12.5093,5696.0,1.14,78.673355,14.447352,TESS,1
4699.01,10.1766089,4.474,11.0026,5452.0,1.19,82.30396,-10.328696,TESS,1
4707.01,0.4709937,0.336,14.5973,6719.0,1.47,101.244048,-14.546664,TESS,1
4255.01,2.5057108,1.962,12.9673,8330.0,2.26,124.351447,-45.406543,TESS,0
4485.01,7.3405675,3.2557004,16.7317044,5828.81,1.4372801,293.092528,41.35551,TESS,1
4714.01,7.9144674,3.114,14.5746,5431.0,1.0,94.936966,-5.719195,TESS,1
4717.01,4.1583367,3.043,16.0152,8131.7,1.55,105.737414,-0.80334,TESS,1
4724.01,3.572359,2.731,3.43709,5730.0,0.92,100.907325,-10.584142,TESS,1
4000.01,3.7027104,3.572,21.058,7493.0,1.9,0.974631,64.77632,TESS,1
4499.01,3.4902115,2.449,2.05978,6111.0,1.09,284.361887,39.076184,TESS,1
4499.02,5.5387718,3.163,2.07738,6111.0,1.09,284.361887,39.076184,TESS,1
