transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius,ra,dec,source,isPlanet
K06679.01,6.091954982,3.60482,26.96,6063.0,0.913,298.62177,41.567429,Kepler,0
K06680.01,5.52507406,2.565,0.8,5600.0,1.037,284.12134,41.633072,Kepler,1
K06812.01,0.56678702,3.074,0.27,6045.0,0.999,291.58624,42.50993,Kepler,0
K06816.01,0.615787196,3.067,3.5,6315.0,3.075,296.41483,42.587559,Kepler,0
K06942.01,1.025534511,3.52048,43.68,6267.0,0.919,295.40265,43.774761,Kepler,0
K06943.01,7.64941291,6.56935,53.4,6387.0,1.076,295.44434,43.718182,Kepler,0
K07079.01,18.778162159,8.1018,127.57,6794.0,1.71,298.87222,44.874432,Kepler,0
K07213.01,0.379412331,1.561,1.59,4331.0,0.666,289.87915,46.322498,Kepler,0
K07216.01,0.646523404,3.917,0.85,7257.0,1.631,293.05569,46.342331,Kepler,0
K06301.01,50.271927,6.073,2.94,6520.0,1.215,292.40063,38.134579,Kepler,1
K07879.01,128.208643,2.745,6.15,7128.0,3.811,290.80057,44.270512,Kepler,1
K06556.01,3.735993484,17.4877,571.07,5467.0,4.055,296.83719,40.473099,Kepler,0
K06686.01,1.25338826,3.828,0.64,5869.0,0.942,294.18524,41.632351,Kepler,0
K06954.01,6.613671,4.211,0.91,6056.0,1.597,286.9454,43.899139,Kepler,1
K07218.01,0.51811818,0.3969,1.09,6240.0,0.929,294.35074,46.311771,Kepler,0
K07352.01,2.41349123,11.29,2.11,6628.0,2.595,282.38934,47.967178,Kepler,0
K07353.01,0.447820618,0.4199,1.42,5927.0,1.607,283.89807,47.933487,Kepler,0
K07484.01,37.0200232,1.421,2.14,5685.0,0.886,286.10281,50.126541,Kepler,1
K06306.01,3.693702974,3.37146,62.55,6309.0,1.396,291.19321,38.244652,Kepler,0
K06309.01,0.730956716,2.097,0.57,6028.0,1.078,289.7424,38.373169,Kepler,0
K06442.01,1.246585716,4.62051,81.28,6440.0,1.183,289.52148,39.862438,Kepler,0
K06446.01,1.181046137,2.6923,37.78,5229.0,0.692,294.68542,39.83176,Kepler,0
K06565.01,4.331392455,3.7278,38.82,5655.0,0.854,285.08569,40.52763,Kepler,0
K06694.01,5.2436612,11.39,1.1,6598.0,1.145,291.90421,41.779518,Kepler,0
K06695.01,3.7789374,10.767,0.48,5017.0,0.605,292.92783,41.78616,Kepler,0
K06699.01,2.49904083,2.651,1.04,5525.0,0.93,297.44244,41.789719,Kepler,0
K06700.01,1.99567242,3.58,0.75,6773.0,1.69,297.93439,41.792912,Kepler,0
K06828.01,0.566793818,4.929,1.17,5707.0,0.828,291.31244,42.618011,Kepler,0
K06829.01,0.566797474,2.708,1.04,6046.0,1.007,291.7157,42.68787,Kepler,0
K06959.01,2.897829967,3.17788,54.35,6318.0,1.077,288.32922,43.965279,Kepler,0
K07097.01,1.679585725,7.34648,28.99,4462.0,0.554,299.16168,45.05191,Kepler,0
K07098.01,5.40346248,7.6494,108.46,6350.0,1.984,300.20993,45.003059,Kepler,0
K07228.01,7.51514595,3.54486,35.8,5624.0,0.777,287.94138,46.58239,Kepler,0
K07361.01,0.92623983,1.267,1.16,4494.0,0.591,297.20752,47.972099,Kepler,1
K07493.01,0.94754848,1.7347,224.79,3246.0,0.2,294.01917,50.216606,Kepler,0
K07498.01,60.2976774,14.2561,63.57,5995.0,0.977,293.48035,50.347488,Kepler,0
K01106.03,13.2298203,3.566,1.5,6049.0,1.176,292.7131,38.358212,Kepler,1
K06313.01,1.70332915,1.663,0.86,5749.0,0.864,293.10568,38.37434,Kepler,0
K06447.01,1.120997701,11.243,66.58,6720.0,4.845,294.93198,39.81242,Kepler,0
K06453.01,25.706001174,10.969,67.11,5642.0,0.903,297.98264,39.894081,Kepler,0
K06574.01,0.61810542,6.666,39.52,5371.0,0.949,298.21118,40.512501,Kepler,0
K06706.01,534.86668,8.19,4.3,6668.0,1.791,286.67697,41.826874,Kepler,0
K06709.01,2.2127498,3.054,0.68,6195.0,1.405,291.60077,41.830639,Kepler,0
K06836.01,2.25353739,5.74622,96.65,6951.0,1.662,297.13776,42.68,Kepler,0
K06837.01,17.99646148,4.65638,114.45,5684.0,2.249,283.01212,42.721272,Kepler,0
K06839.01,0.53482911,0.996,0.54,3229.0,0.201,286.61896,42.778561,Kepler,0
K07888.01,4.7368156,2.84,0.6,6088.0,1.011,289.20331,44.505138,Kepler,1
K06973.01,0.503201954,0.167,2.99,6157.0,2.306,299.48206,43.916603,Kepler,0
K06975.01,53.647084859,19.9499,142.04,5261.0,2.943,300.83307,43.962311,Kepler,0
K07108.01,8.209514329,4.14104,149.52,6258.0,2.111,298.44855,45.104176,Kepler,0
K07500.01,0.539445498,2.2821,68.65,6486.0,1.456,294.35016,50.35146,Kepler,0
K07501.01,20.7106853,42.737,89.55,6956.0,2.888,295.21255,50.31691,Kepler,0
K07502.01,2.521245368,4.24027,56.59,5605.0,0.854,286.42569,50.417019,Kepler,0
K01347.02,0.858285844,1.799,0.9,5945.0,1.346,293.02036,42.508835,Kepler,0
K01427.02,4.88446644,2.057,0.84,3883.0,0.517,287.85773,48.774109,Kepler,1
K01574.04,8.9772888,4.72,1.79,5597.0,1.699,297.91687,46.96513,Kepler,1
K01602.02,3.03359398,4.026,1.55,5557.0,1.616,297.79691,39.921371,Kepler,1
K06327.01,18.839487435,5.62797,45.2,6208.0,1.024,291.38623,38.49147,Kepler,0
K06577.01,0.618060842,1.892,0.51,5339.0,0.793,299.9982,40.550259,Kepler,0
K06715.01,0.687772143,2.56725,46.27,5885.0,0.933,294.88351,41.800461,Kepler,0
K06716.01,0.843651274,2.80468,39.98,5220.0,0.695,297.67096,41.87598,Kepler,0
K06976.01,28.787257509,13.953,91.26,5154.0,3.981,281.08948,44.057941,Kepler,0
K06979.01,26.0164225,4.1768,61.04,6287.0,1.28,287.90555,44.01086,Kepler,0
K07112.01,0.78430061,2.952,1.14,5176.0,0.681,291.93063,45.22002,Kepler,0
K07117.01,8.2927558,4.784,1.01,6146.0,0.943,294.00787,45.232689,Kepler,1
K07117.02,22.786522,2.197,1.45,6146.0,0.943,294.00787,45.232689,Kepler,1
K07118.01,28.027891356,17.3269,31.3,5231.0,0.544,297.89444,45.211189,Kepler,0
K07243.01,1.33256167,3.743,0.63,4895.0,0.828,295.14157,46.793919,Kepler,0
K07247.01,1.33258981,3.987,0.67,5309.0,0.763,295.28519,46.770592,Kepler,0
K07381.01,24.261683827,7.1617,58.48,6151.0,0.983,285.97827,48.225491,Kepler,0
K07382.01,32.532521502,13.3991,24.35,5845.0,0.838,290.13074,48.289848,Kepler,0
K07513.01,5.9371708,4.954,1.17,5475.0,0.923,289.14355,50.611198,Kepler,0
K07514.01,0.577844035,4.291,18.93,5693.0,0.816,290.65952,50.711342,Kepler,0
K06330.01,3.495457889,6.9796,84.49,8529.0,1.558,294.07187,38.426922,Kepler,0
K06335.01,0.806277023,7.275,0.89,6122.0,0.996,290.81723,38.53912,Kepler,0
K06465.01,4.24748886,3.053,1.01,5807.0,0.922,298.38226,39.913521,Kepler,0
K06466.01,1.000012952,1.221,2.12,5176.0,3.605,298.47495,39.92321,Kepler,0
K06586.01,12.4257442,29.122,8.43,8691.0,2.193,297.64334,40.62252,Kepler,0
K06724.01,17.445640466,6.08966,63.46,5759.0,0.945,291.92892,41.956371,Kepler,0
K07121.01,1.890227354,3.855,42.05,5356.0,0.78,285.03131,45.380451,Kepler,0
K07122.01,1.387206724,3.82527,103.41,7207.0,1.894,286.00845,45.35603,Kepler,0
K07251.01,581.0723,15.81,161858.0,5026.0,16.891,297.62296,46.75386,Kepler,0
K07253.01,3.50474265,8.2852,200.24,7624.0,3.682,299.58655,46.765541,Kepler,0
K07519.01,25.321698729,4.45367,56.62,6109.0,1.029,288.40378,51.073761,Kepler,0
K02564.02,17.6637979,6.194,2.98,5734.0,3.405,293.57394,45.384541,Kepler,1
K06473.01,26.951237675,8.27486,146.33,6675.0,2.747,293.82971,40.031189,Kepler,0
K07880.01,623.70774,6.688,1.81,6626.0,1.132,294.95258,44.207909,Kepler,1
K06597.01,74.985292949,6.23451,49.22,5955.0,0.91,292.34787,40.733101,Kepler,0
K06600.01,2.70581614,6.56,0.69,5992.0,0.961,299.11465,40.748619,Kepler,1
K06734.01,498.27269,8.92,2.12,5618.0,0.932,286.60938,42.063229,Kepler,1
K06864.01,0.566789763,4.008,0.4,5799.0,0.758,291.70813,42.96941,Kepler,0
K06993.01,13.8086331,3.613,1.09,5515.0,0.761,289.62292,44.104431,Kepler,1
K07260.01,7.09520543,3.69044,50.23,5481.0,0.778,288.6192,46.802971,Kepler,0
K07262.01,0.50818743,3.433,1.26,7141.0,1.56,292.85281,46.85136,Kepler,0
K07264.01,19.1644498,3.553,1.83,5877.0,2.234,295.04248,46.863991,Kepler,1
K07393.01,3.75938475,1.188,3.1,4976.0,2.638,292.2048,48.417881,Kepler,0
K07526.01,27.308150159,4.43906,47.06,5541.0,0.739,291.3735,51.153381,Kepler,0
K03348.02,17.7189786,4.102,1.44,5566.0,1.099,294.69406,45.86684,Kepler,1
K03395.02,5.0395851,4.556,0.78,5912.0,0.924,286.54041,38.3326,Kepler,1
K06350.01,0.738527259,1.2174,49.08,5869.0,2.313,294.25818,38.706928,Kepler,0
K06483.01,24.714790706,5.06776,112.24,6300.0,1.862,298.21442,40.0732,Kepler,0
K06609.01,11.02520205,12.8097,164.02,6047.0,2.3,295.43829,40.843578,Kepler,0
K06738.01,2.680514453,3.21178,48.86,6038.0,1.076,288.53311,42.047619,Kepler,0
K06743.01,11.300987626,10.5199,97.12,6143.0,1.448,293.02563,42.001381,Kepler,0
K07002.01,4.83014159,0.957,1.3,5693.0,0.939,296.69574,44.150761,Kepler,1
K07269.01,1.400991827,4.8798,98.13,6706.0,1.924,286.556,46.95734,Kepler,0
K07273.01,7.448375935,4.23892,34.37,5636.0,0.867,295.29791,46.920471,Kepler,0
K07409.01,4.446459958,2.558,36.15,5615.0,0.893,284.40344,48.70808,Kepler,0
K07538.01,1.22775105,1.602,1.0,4551.0,0.56,289.04477,51.415379,Kepler,0
K07541.01,7.214721393,2.36464,16.79,4705.0,0.552,291.08231,51.558361,Kepler,0
K06356.01,24.09002065,11.0494,9.39,5354.0,0.804,294.1434,38.893162,Kepler,0
K06357.01,4.4158933,1.155,1.42,5977.0,1.022,295.68594,38.889359,Kepler,0
K06490.01,15.039464523,5.39796,51.71,6410.0,1.178,294.7312,40.15049,Kepler,0
K06492.01,1.05680287,5.748,0.83,5584.0,0.885,295.01114,40.151402,Kepler,0
K06616.01,53.220416998,17.7344,55.22,5653.0,2.057,290.15335,40.90163,Kepler,0
K06745.01,383.85362,9.76,2.78,6675.0,1.293,294.28693,42.032791,Kepler,1
K06750.01,5.21395046,3.188,1.24,5529.0,1.412,281.5202,42.169472,Kepler,1
K06880.01,552.8295063,16.0851,56.89,5956.0,0.929,295.09634,43.047981,Kepler,0
K07008.01,7.535894184,8.3059,24.64,4969.0,0.537,285.56534,44.29525,Kepler,0
K07144.01,0.839907158,1.019,0.92,5120.0,0.853,284.12521,45.628052,Kepler,1
K07148.01,1.7613778,1.355,2.32,6544.0,1.207,293.17194,45.677391,Kepler,1
K07149.01,2.537081943,4.80903,67.96,6735.0,1.309,298.12146,45.651131,Kepler,0
K07151.01,5.61386908,5.07753,34.24,4504.0,0.709,284.31046,45.76955,Kepler,0
K07281.01,2.46506501,6.218,1.14,6881.0,1.714,288.21976,47.041279,Kepler,1
K07411.01,1.88912273,4.219,0.59,5413.0,0.754,291.61365,48.749451,Kepler,0
K00566.02,14.1573717,3.786,1.1,6122.0,0.964,292.31601,42.626251,Kepler,1
K07606.01,235.2976173,87.013,82.92,4894.0,5.568,298.70981,46.833031,Kepler,0
K07609.01,36.136968,15.42,1.3,6258.0,1.046,288.91046,47.396709,Kepler,0
K07619.01,466.08101,23.69,2.13,6098.0,1.59,288.66644,50.982529,Kepler,0
K05447.02,3.87594316,2.314,0.68,5713.0,0.893,280.2066,43.774288,Kepler,1
K06447.02,91.649983,10.294,2.27,6705.0,1.608,294.93198,39.81242,Kepler,1
K01636.02,14.5862195,2.733,1.17,5904.0,0.819,299.06693,47.895191,Kepler,0
K07542.01,563.94854,15.631,2.55,5853.0,0.868,293.02545,38.213261,Kepler,0
K07543.01,0.98376204,10.052,12.44,6431.0,5.294,295.08774,38.562061,Kepler,0
K01829.02,10.3482112,2.089,1.29,5383.0,0.822,296.52243,43.363369,Kepler,0
K07567.01,608.20572,13.63,1.46,4486.0,0.646,291.95438,41.826969,Kepler,1
K07578.01,0.566793614,5.723,21.63,3789.0,27.384,291.03226,42.650471,Kepler,0
K07580.01,0.5667638,1.73,0.75,5766.0,0.94,291.49725,42.618191,Kepler,0
K07584.01,0.566807725,2.16,0.94,5018.0,1.734,291.68167,42.809319,Kepler,0
K07585.01,0.566807422,5.148,1.13,5616.0,1.547,291.68283,42.932812,Kepler,0
K07593.01,67.412998,9.1,1.57,6525.0,1.359,296.70224,44.449451,Kepler,1
K02939.01,11.258825027,8.9592,87.18,6217.0,1.464,298.15009,40.65617,Kepler,0
K07911.01,328.0485,13.75,2.22,6268.0,1.1,293.2709,44.919102,Kepler,0
K07900.01,33.8938177,2.012,1.22,5818.0,0.848,301.16556,44.664108,Kepler,0
K07908.01,0.532493086,2.145,1.87,6894.0,4.032,299.25092,44.856091,Kepler,0
K08201.01,392.601892,3.21,2.25,5307.0,0.753,281.87015,47.394989,Kepler,1
K08098.01,0.505322676,5.2727,46.59,5941.0,0.924,298.89563,40.28949,Kepler,0
K08102.01,171.046664,2.438,32.31,4932.0,12.048,296.42337,40.892471,Kepler,0
K08109.01,218.771117,3.201,250.2,3297.0,151.184,285.29388,41.1026,Kepler,1
K08110.01,375.17737,20.52,3.64,6089.0,1.024,290.42435,41.183498,Kepler,0
K08216.01,307.94735718,15.0,76.66,4878.0,4.461,297.23099,48.223919,Kepler,0
K08008.01,0.93378068,3.706,0.63,4938.0,0.753,292.0274,47.509682,Kepler,0
K08114.01,381.782641,4.52,55.75,6056.0,2.29,292.19037,41.31144,Kepler,0
K08116.01,235.544698,8.93,2.13,5533.0,1.255,284.93216,41.45401,Kepler,0
K08219.01,115.28415,11.39,2.05,5780.0,1.0,298.18619,48.685757,Kepler,0
K08223.01,66.716453,3.855,2.2,5447.0,0.859,286.79462,49.347591,Kepler,1
K08120.01,366.28999,10.869,68.39,5083.0,12.868,292.32611,41.671761,Kepler,0
K08121.01,72.6549842,5.503,34.52,6793.0,1.96,294.42145,41.8969,Kepler,0
K08228.01,384.558321,4.76,14.33,5078.0,3.0,284.10953,49.733379,Kepler,0
K08019.01,0.93376131,3.747,0.61,5665.0,0.82,292.22083,47.635689,Kepler,0
K08126.01,429.60143,18.11,2.74,5587.0,0.877,289.96942,42.138859,Kepler,0
K08234.01,231.157554,8.489,37.37,5386.0,11.839,295.39795,50.539268,Kepler,0
K08134.01,212.760495,3.703,2.8,7021.0,1.976,288.08237,42.636909,Kepler,0
K08033.01,362.13187,5.59,2.23,5176.0,0.766,283.29706,48.266628,Kepler,1
K08036.01,0.786483923,7.035,21.66,6315.0,1.282,297.56628,48.288342,Kepler,0
K08249.01,309.191789,11.392,1.96,6299.0,1.754,294.63766,39.655811,Kepler,1
K07929.01,3.04463691,6.656,0.68,6181.0,0.98,293.65582,45.511108,Kepler,0
K08043.01,10.7781558,3.005,1.24,6386.0,1.123,292.9603,48.7005,Kepler,1
K08150.01,350.514,19.53,2.22,6382.0,1.5,291.54568,43.789879,Kepler,0
K08256.01,343.56446,18.94,1.8,5770.0,1.326,296.78223,40.835541,Kepler,0
K07933.01,20.004714,2.952,0.89,5299.0,0.848,293.7041,45.892509,Kepler,0
K07940.01,188.881049,1.49,1.86,6077.0,0.999,289.67508,46.131882,Kepler,1
K08048.01,379.67276,9.662,1.33,6156.0,0.824,291.45468,49.043289,Kepler,1
K08054.01,43.9088053,6.265,7.33,5216.0,4.303,285.08685,49.36282,Kepler,1
K08262.01,370.94353,16.64,27.77,5755.0,0.776,288.81357,41.555119,Kepler,0
K07951.01,0.862329309,1.044,1.09,5806.0,0.899,287.81287,46.340569,Kepler,1
K07953.01,432.96905,20.76,1.43,5580.0,0.886,292.41211,46.36388,Kepler,1
K08167.01,259.85736,24.04,1.33,5374.0,0.744,289.86804,44.96003,Kepler,0
K08279.01,367.0896,28.02,35.3,6268.0,1.1,287.86737,45.321289,Kepler,1
K08281.01,244.547128,3.59,1.74,5094.0,0.736,287.89438,45.606468,Kepler,0
K07956.01,1.27228771,2.099,0.63,5044.0,0.686,294.77216,46.377731,Kepler,0
K07959.01,371.21454,19.4,28.21,5189.0,0.85,291.98297,46.486462,Kepler,0
K08072.01,134.370692,8.73,1.95,5910.0,0.94,294.07483,50.39724,Kepler,0
K08282.01,456.55308,4.435,1.48,5678.0,1.298,298.90518,45.61084,Kepler,0
K08285.01,320.347208,7.159,1.58,6146.0,0.943,295.90207,46.116138,Kepler,0
K08079.01,0.608074963,0.879,1.15,6309.0,1.044,296.6366,51.22134,Kepler,0
K07971.01,1.33259003,3.962,0.69,8133.0,1.935,295.16165,46.750637,Kepler,0
K08085.01,419.2615,21.53,1.7,5979.0,0.975,286.61917,37.62624,Kepler,1
K08090.01,0.594274521,2.162,8.7,6321.0,1.125,291.49051,39.04866,Kepler,0
K07984.01,8.5898708,4.806,1.11,5638.0,1.088,298.74921,46.973351,Kepler,0
1055.01,17.4713078,4.4284819,3.5766828,5783.54,0.974669,293.286615,-54.532728,TESS,1
1058.01,11.1296441,7.0473822,12.8402271,5785.0,3.4475601,288.911772,-31.790813,TESS,1
1072.01,12.8379689,9.8464123,25.4886382,5765.0,2.4494,75.627307,-72.913998,TESS,0
1076.01,2.5495611,2.6173308,12.9171288,5659.0,1.03997,294.633694,-55.330269,TESS,1
1001.01,1.9316462,3.166,11.2154,7070.0,2.01,122.580465,-5.513852,TESS,1
1005.01,4.5505945,2.654,7.10841,5613.0,1.09,120.704811,-11.101521,TESS,0
1018.01,4.95912,2.509,22.9123,5889.0,2.0,111.716019,-50.266567,TESS,0
1023.01,1.3214483,3.435,21.8839,5050.8,2.99,120.837688,-51.345626,TESS,0
1028.01,1.01606,2.843,1.20704,4634.0,0.68,157.098337,-51.705409,TESS,0
1038.01,3.2235985,2.159,5.51341,8904.0,2.17,128.454638,-49.940347,TESS,0
1128.01,13.5499,1.795,6.24633,6209.0,1.63,289.761799,-43.074223,TESS,0
1132.01,1.5502952,2.938,3.34528,7851.0,1.86,298.781281,54.781445,TESS,0
1080.01,3.9652485,1.0112593,1.2305102,3296.0,0.199988,276.368325,-52.214573,TESS,1
1088.01,1.15395,2.236,5.48364,6093.0,1.4,272.311383,-76.300955,TESS,0
1101.01,2.66903,1.548,9.36823,5803.5,1.56,319.551469,-77.529113,TESS,0
1109.01,7.04083,2.979,8.46404,5317.0,0.91,30.198486,-77.610376,TESS,0
1111.01,11.4756978,0.808,14.1098,7262.0,2.13,291.373783,-60.941042,TESS,0
112.01,2.4997996,2.865171,13.8516093,5650.0,1.13732,55.933639,-65.19378,TESS,1
1191.01,15.7335693,3.288,24.3218,6800.0,2.21,283.526697,37.720014,TESS,0
1200.01,0.8352406,1.043,6.4875,6105.0,1.24,222.841424,82.952258,TESS,0
1158.01,2.9258727,4.075,24.4055,4884.5,1.3,293.427359,29.596296,TESS,0
1159.01,0.73774,0.636,5.28215,6449.5,2.1,282.42081,48.098942,TESS,0
116.01,2.7985802,2.3801043,11.9514993,4920.0,0.906655,357.846434,-70.152862,TESS,1
1166.01,1.8824539,2.46,8.29008,5900.4,1.13,293.764981,37.53859,TESS,0
1167.01,15.196,1.792,4.96345,5807.0,1.14,198.152378,71.618139,TESS,0
1176.01,14.0077666,5.8727493,12.4023108,6557.7,1.57435,247.35668,71.505873,TESS,1
1181.01,2.1031647,5.059,16.7087,6122.0,1.93,297.215817,64.354351,TESS,1
1182.01,7.6416041,2.654,27.538,6496.7,2.05,201.614657,65.306346,TESS,0
1231.01,24.2454967,3.3725583,3.878568,3535.0,0.465271,156.74726,-52.467872,TESS,1
1206.01,0.831542,1.985538,1.881684,5824.0,1.1512,180.325704,-60.200439,TESS,0
1221.01,91.6827832,9.7504857,3.239855,5802.0,1.01814,107.921025,-65.508857,TESS,1
128.01,4.9404714,1.954,2.3216,6086.0,1.13,79.520938,-80.964384,TESS,1
129.01,0.980972,0.5405036,5.9162923,4486.0,0.764401,0.185606,-54.830823,TESS,1
1246.01,18.6548829,5.4431451,4.3869878,5141.0,0.876154,251.11587,70.429992,TESS,1
1246.02,4.3074513,2.3379196,3.2819879,5141.0,0.876154,251.11587,70.429992,TESS,1
1246.03,5.9041278,2.7678313,2.4489454,5141.0,0.876154,251.11587,70.429992,TESS,1
1246.04,37.9251983,3.5345219,3.241643,5141.0,0.876154,251.11587,70.429992,TESS,1
1255.01,10.288886,1.391,2.63881,5126.0,0.87,296.24462,74.062858,TESS,1
1257.01,5.4526479,3.401,14.5502,6509.0,1.57,303.195436,18.104778,TESS,1
1263.01,1.0214555,1.252,1.46266,5098.0,0.82,309.353641,22.654366,TESS,1
1265.01,2.2047452,3.996,17.9781,6532.23,1.99,292.24719,47.969543,TESS,1
1269.01,4.2529641,2.5733867,2.3483383,5591.0,0.848906,249.69664,64.559181,TESS,1
1269.02,9.2378703,2.535,2.22995,5591.0,0.85,249.69664,64.559181,TESS,1
1276.01,6.261169,2.0369188,1.3468319,3145.0,0.211257,302.669134,40.668628,TESS,0
1353.01,4.4350025,2.252,9.91393,9706.0,1.87,313.885156,46.502085,TESS,0
1292.01,1.4412175,1.666,17.0442,5672.9,1.46,253.14033,57.97415,TESS,0
1300.01,2.8716983,4.668,18.1267,6840.0,1.91,216.523825,59.444274,TESS,1
1319.01,0.890967,1.784,2.89678,5159.2,0.87,318.627107,40.017017,TESS,0
1334.01,4.03349,2.684,23.4514,11348.0,6.37,302.220069,38.245221,TESS,0
1335.01,3.3295394,2.77,14.3988,7965.0,2.35,301.564685,35.588396,TESS,0
1415.01,14.4204896,5.1737619,4.7909139,6383.0,1.41048,219.037047,42.378458,TESS,1
1416.01,1.0697621,1.356,1.60037,4946.0,0.8,216.923489,41.952986,TESS,1
1357.01,0.33759,1.351,2.96097,7387.0,1.37,316.955806,50.500883,TESS,0
1365.01,1.8286961,3.37,21.4433,6046.3,1.23,317.729186,72.615356,TESS,0
1370.01,5.2651271,2.463,11.2446,8728.0,1.7,345.748458,44.564848,TESS,0
1376.01,1.7380504,1.496,4.42263,6026.0,1.45,325.787112,45.646806,TESS,0
139.01,11.0708575,2.1937617,2.3337648,4356.0,0.700727,336.402414,-34.909713,TESS,1
1395.01,0.98736,1.464,3.41784,6301.3,1.69,321.283221,40.887821,TESS,0
1400.01,5.48923,3.29,11.8401,6004.0,1.62,287.025089,66.290697,TESS,0
1403.01,2.3359622,6.0165684,18.3852989,7577.0,2.0780001,332.287103,57.938972,TESS,0
1451.01,16.5379864,2.796,2.51948,5781.0,1.03,186.524282,61.258929,TESS,1
1422.01,13.001789,4.4847322,3.84805,5914.0,1.00826,354.240829,39.639279,TESS,1
1431.01,2.650232,2.03,15.9327,7400.0,1.94,316.203692,55.588022,TESS,1
1436.01,0.8675883,1.3814953,1.4302423,5011.22,0.74524,215.602155,55.334259,TESS,1
1439.01,27.6438617,5.321,3.68027,5873.0,1.62,241.763937,67.87764,TESS,1
1445.01,9.8130697,3.91,2.67352,6240.0,1.06,292.76774,71.497358,TESS,1
1445.02,4.7842093,2.947,2.14401,6240.0,1.06,292.76774,71.497358,TESS,1
1505.01,3.4272549,5.9083927,7.7503736,6338.0,2.0707099,326.091506,58.551567,TESS,0
1507.01,0.46741,1.25,7.77804,7960.5,1.77,333.669705,53.239557,TESS,0
1468.01,15.5324385,1.7640717,2.013576,3382.0,0.369306,16.653872,19.224919,TESS,1
1468.02,1.880531,1.1911684,1.4548629,3382.0,0.369306,16.653872,19.224919,TESS,1
1472.01,6.3634106,2.692302,4.4784698,5103.0,0.859483,14.114261,48.637517,TESS,1
1477.01,2.7324809,2.2139341,18.2785375,6695.0,1.61271,9.458744,51.288778,TESS,1
158.01,2.51266,2.411,13.3617,5988.0,2.3,333.578718,-55.378981,TESS,0
1586.01,1.80794,2.17,20.9267,4628.0,8.61,11.234154,58.712058,TESS,1
1588.01,3.581083,3.454,17.1017,9503.0,5.96,39.891102,62.433306,TESS,1
1535.01,6.5344463,2.774,15.3823,7715.3,2.67,10.962717,61.835626,TESS,0
1545.01,1.5166573,1.607,7.73846,6905.3,2.0,6.030617,40.165571,TESS,0
1550.01,1.6256942,1.988,32.1007,6628.0,3.96,21.736201,49.388653,TESS,0
1557.01,1.08697,1.967,4.98445,5751.0,1.69,8.163572,54.654594,TESS,0
156.01,14.152,3.599,10.6751,5823.9,1.28,41.467598,-64.320687,TESS,0
1641.01,1.8646725,1.028,12.8352,9898.0,3.4,40.245588,42.871248,TESS,1
1645.01,2.1721416,2.7480823,18.0850347,6198.0,1.30937,32.294112,40.401942,TESS,0
165.01,7.757643,2.8561356,12.7936991,6038.0,1.91151,88.886226,-57.290745,TESS,0
1651.01,3.7649949,2.642,17.8182,6724.0,1.42,94.792955,73.827567,TESS,1
1595.01,1.7498117,1.641,8.13315,6222.3,1.53,50.808098,46.682113,TESS,0
1607.01,1.0357235,1.366,15.828,4963.0,7.83,56.814344,30.149498,TESS,0
1616.01,1.3433022,0.662,4.72169,6713.0,1.45,323.87017,68.987307,TESS,1
1622.01,1.7126115,3.128,2.01928,5932.2,1.0,318.049804,68.05247,TESS,0
1624.01,5.8089284,5.137,3.79308,6406.0,1.27,3.021798,66.650523,TESS,0
1632.01,8.2491871,4.9807847,8.0476984,2990.0,0.165066,42.155188,62.18926,TESS,0
1633.01,12.1582804,2.1406837,1.9160277,3429.0,0.3232,266.767331,57.226662,TESS,0
1637.01,4.076684,4.4132181,17.5223182,6531.44,1.64302,37.893241,34.368925,TESS,0
1689.01,9.1238101,5.1188391,2.0471844,5470.16,1.1485,257.78508,56.658901,TESS,0
1691.01,16.7368995,4.561,2.88015,5759.0,1.0,272.404118,86.860343,TESS,1
1693.01,1.766692,1.4196682,1.5574734,3474.0,0.46126,90.308345,34.77309,TESS,1
1660.01,1.3561596,2.504,4.12493,6375.0,1.86,85.581285,49.513452,TESS,0
1666.01,1.69433,2.169,5.20733,7185.0,2.0,89.420179,36.765805,TESS,0
1709.01,7.6288424,3.311,18.0261,6157.0,1.6,118.629831,45.807841,TESS,1
1715.01,2.8269356,1.1692366,4.8112209,7072.0,1.50581,79.073505,79.737727,TESS,0
1720.01,2.6158597,2.517,13.1204,5267.0,1.08,117.026769,50.225147,TESS,1
1737.01,14.4479828,6.353,2.79468,6669.0,1.95,248.253233,72.925534,TESS,1
1739.01,8.3033493,1.705,1.95844,4814.0,0.78,240.172481,83.258659,TESS,1
1788.01,5.34326,1.426,10.4171,5776.0,1.26,160.229227,35.913354,TESS,0
1790.01,9.62517,3.725,2.03371,6149.0,0.93,161.42778,69.20078,TESS,0
1791.01,48.4808217,8.081,2.36501,6153.0,2.47,260.762886,63.110741,TESS,0
1792.01,8.8164887,3.895,1.28915,5502.5,0.99,151.720029,45.883328,TESS,1
1793.01,55.087,5.709,4.36639,5175.0,0.87,164.856336,-56.623556,TESS,1
1795.01,2.7917911,1.4664254,6.0002066,6071.0,1.16271,184.3669,19.839989,TESS,0
1752.01,0.9351891,0.7694649,1.8032935,3652.0,0.526987,253.461486,60.70962,TESS,1
1752.02,32.7135406,5.075467,2.4202837,3652.0,0.526987,253.461486,60.70962,TESS,1
1760.01,11.062666,2.0842156,2.6437021,3212.0,0.254522,290.173976,73.195993,TESS,0
